siteID,spp,year,bandNumber,colorL,colorR
GAETHEAMD1,NOCA,2012.0,2421-34668,KX,M
GAETHEAMD1,NOCA,2013.0,2641-63651,P,XR
GAETHEAMD1,NOCA,2014.0,2421-11961,G,OX
GAETHEAMD1,NOCA,2014.0,2421-11963,OO,X
GAETHEAMD1,NOCA,2014.0,2421-11964,OX,W
GAETHEAMD1,NOCA,2016.0,2651-51897,B,RX
GAETHEAMD1,SOSP,2007.0,2261-38324,GX,Y
GAETHEAMD1,SOSP,2007.0,2261-38323,X,KW
GAETHEAMD1,SOSP,2007.0,2261-38335,R,OX
GAETHEAMD1,SOSP,2009.0,2441-13725,XR,P
GAETHEAMD1,SOSP,2010.0,2441-96318,O,BX
GAETHEAMD1,SOSP,2013.0,2441-96542,Y,MX
GAETHEAMD1,SOSP,2016.0,2741-54602,XW,P
GAIEMELMA1,AMRO,2013.0,1212-52844,XO,B
GAIEMELMA1,AMRO,2013.0,1212-52845,M,XG
GAIEMELMA1,AMRO,2016.0,1352-74217,X,YY
GAIEMELMA1,GRCA,2012.0,1891-11031,R,OX
GAIEMELMA1,GRCA,2013.0,2561-86624,K,XY
GAIEMELMA1,GRCA,2013.0,2561-86623,BX,M
GAIEMELMA1,GRCA,2013.0,2561-86625,Y,XY
GAIEMELMA1,GRCA,2015.0,2651-17078,PX,G
GAIEMELMA1,GRCA,2016.0,2651-43469,E,BX
GAIEMELMA1,GRCA,2016.0,2651-43470,N,XW
GAIEMELMA1,GRCA,2016.0,2651-43471,N,XB
GAIEMELMA1,GRCA,2016.0,2651-43472,NO,X
GAIEMELMA1,GRCA,2016.0,2651-43473,XG,N
GAIEMELMA1,GRCA,2016.0,2651-43475,X,RN
GAIEMELMA1,HOWR,2012.0,2690-87839,B,MX
GAIEMELMA1,HOWR,2014.0,2720-99552,X,RW
GAIEMELMA1,HOWR,2014.0,2720-99553,G,XY
GAIEMELMA1,HOWR,2015.0,2750-35049,B,YX
GAIEMELMA1,HOWR,2015.0,2750-35098,OB,X
GAIEMELMA1,NOCA,2015.0,2651-17077,X,RW
GAIEMELMA1,NOCA,2016.0,2651-43474,GB,X
GAIEMELMA1,SOSP,2012.0,2291-44294,B,WX
GAIEMELMA1,SOSP,2012.0,2291-44292,G,YX
GAIEMELMA1,SOSP,2012.0,2291-44293,Y,XY
GAIEMELMA1,SOSP,2013.0,2371-04314,OO,X
GAIEMELMA1,SOSP,2014.0,2691-06132,R,KX
GAIEMELMA1,SOSP,2015.0,2291-44241,M,XW
GAIEMELMA1,SOSP,2016.0,2691-86632,X,BP
GAIEMELMA1,SOSP,2016.0,2691-86633,R,XG
GAIEMELMA1,SOSP,2016.0,2691-86635,X,GM
GAIEMELMA1,SOSP,2016.0,2691-86634,P,RX
GALETANMD1,NOCA,2003.0,1801-77843,X,MO
GALLLENNC1,AMRO,2015.0,1852-92401,XG,RR
GALLLENNC1,CACH,2015.0,2180-92401,X,RR
GALLLENNC1,CARW,2015.0,2711-64021,G,XY
GALLLENNC1,CARW,2016.0,2711=-64035,WX,R
GALLLENNC1,CARW,2016.0,2711=-64036,GX,R
GALLLENNC1,NOCA,2015.0,851-39843,OB,X
GALLLENNC1,NOCA,2016.0,0851-39820,XG,-
GALLMONVA1,CACH,2008.0,2540-63020,YX,R
GALLMONVA1,CACH,2008.0,2540-63021,RO,X
GALLMONVA1,CACH,2008.0,2540-63022,YX,O
GALLMONVA1,CACH,2010.0,2590-82395,KX,R
GALLMONVA1,CACH,2010.0,2590-82396,M,XK
GALLMONVA1,CACH,2012.0,2690-08443,B,XB
GALLMONVA1,CACH,2012.0,2690-08444,X,BK
GALLMONVA1,CACH,2012.0,2690-08445,OX,M
GALLMONVA1,CACH,2013.0,2690-08498,YX,G
GALLMONVA1,CARW,2010.0,2341-29338,RB,X
GALLMONVA1,CARW,2013.0,2571-90141,O,XY
GALLMONVA1,NOCA,2e3,791-17751,YR,X
GALLMONVA1,NOCA,2008.0,2301-56820,B,XG
GALLMONVA1,NOCA,2008.0,2301-56821,RX,M
GALLMONVA1,NOCA,2008.0,2301-56822,XY,M
GALLMONVA1,NOCA,2009.0,2411-37733,X,OO
GALLMONVA1,NOCA,2010.0,2421-11439,G,XR
GALLMONVA1,NOCA,2012.0,791-17294,XW,R
GALLMONVA1,NOCA,2013.0,2561-56864,B,XO
GALLTERMD1,AMRO,2005.0,962-47727,WW,X
GALLTERMD1,AMRO,2008.0,1272-43021,B,BX
GALLTERMD1,AMRO,2008.0,1272-43022,XO,R
GALLTERMD1,AMRO,2010.0,1272-43130,P,XR
GALLTERMD1,CACH,2001.0,2250-24007,X,YO
GALLTERMD1,CACH,2003.0,2250-24996,X,WM
GALLTERMD1,CACH,2007.0,2510-04210,XB,G
GALLTERMD1,CACH,2008.0,2510-03844,BX,K
GALLTERMD1,CACH,2010.0,2590-83176,K,OX
GALLTERMD1,CACH,2010.0,2590-83177,YX,Y
GALLTERMD1,CACH,2010.0,2590-83178,BR,X
GALLTERMD1,CACH,2013.0,2660-75753,X,PW
GALLTERMD1,CACH,2013.0,2660-75754,OX,G
GALLTERMD1,CACH,2013.0,2660-75755,K,YX
GALLTERMD1,CACH,2014.0,2710-54343,X,PM
GALLTERMD1,CACH,2014.0,2710-54344,X,BY
GALLTERMD1,CACH,2014.0,2710-54345,OB,X
GALLTERMD1,CACH,2015.0,2710-53786,XW,R
GALLTERMD1,CACH,2016.0,2750-64315,G,XK
GALLTERMD1,CACH,2016.0,2750-64316,P,YX
GALLTERMD1,CARW,2e3,1141-05756,G,GX
GALLTERMD1,CARW,2e3,1141-05757,XW,R
GALLTERMD1,CARW,2002.0,1811-58711,O,XY
GALLTERMD1,CARW,2010.0,2441-96438,M,WX
GALLTERMD1,CARW,2010.0,2441-96439,KX,K
GALLTERMD1,CARW,2012.0,2441-14175,BW,X
GALLTERMD1,CARW,2012.0,2441-14176,YX,R
GALLTERMD1,CARW,2013.0,2661-31526,M,XO
GALLTERMD1,CARW,2014.0,2571-89944,X,PW
GALLTERMD1,CARW,2014.0,2571-89945,X,BG
GALLTERMD1,CARW,2014.0,2571-89946,OR,X
GALLTERMD1,CARW,2016.0,2741-54605,X,YM
GALLTERMD1,CARW,2016.0,2741-54606,X,RB
GALLTERMD1,CARW,2016.0,2741-54607,XG,K
GALLTERMD1,CARW,2016.0,2741-54608,WX,R
GALLTERMD1,GRCA,2003.0,1801-77673,XY,B
GALLTERMD1,GRCA,2009.0,2411-37317,XP,G
GALLTERMD1,HOWR,2008.0,2510-03843,KX,R
GALLTERMD1,HOWR,2010.0,2590-83175,X,YG
GALLTERMD1,NOCA,2e3,791-17752,O,GX
GALLTERMD1,NOCA,2002.0,1801-09449,B,XK
GALLTERMD1,NOCA,2002.0,1801-09450,BX,B
GALLTERMD1,NOCA,2003.0,1801-77674,RG,X
GALLTERMD1,NOCA,2005.0,1951-40965,WG,X
GALLTERMD1,NOCA,2008.0,2301-56532,R,GX
GALLTERMD1,NOCA,2009.0,2411-37314,B,XK
GALLTERMD1,NOCA,2009.0,2411-37315,Y,XR
GALLTERMD1,NOCA,2009.0,2411-37318,BX,R
GALLTERMD1,NOCA,2009.0,2411-37319,Y,XK
GALLTERMD1,NOCA,2009.0,2411-37316,R,RX
GALLTERMD1,NOCA,2009.0,2411-37320,XW,R
GALLTERMD1,NOCA,2010.0,2421-11780,XM,M
GALLTERMD1,NOCA,2010.0,2421-11781,X,BM
GALLTERMD1,NOCA,2010.0,2421-11782,X,KO
GALLTERMD1,NOCA,2010.0,2421-11779,GK,X
GALLTERMD1,NOCA,2012.0,2421-34659,W,XM
GALLTERMD1,NOCA,2013.0,2531-74569,P,XB
GALLTERMD1,NOCA,2013.0,2531-74570,PX,P
GALLTERMD1,NOCA,2014.0,2641-96591,OG,X
GALLTERMD1,NOCA,2014.0,2641-96592,X,YG
GALLTERMD1,NOCA,2014.0,2641-96593,X,YM
GALLTERMD1,NOCA,2014.0,2641-96594,MR,X
GALLTERMD1,NOCA,2016.0,2651-51818,O,WX
GALLTERMD1,NOCA,2016.0,2651-51819,R,BX
GALLTERMD1,NOCA,2016.0,2651-51820,X,OK
GALLTERMD1,NOCA,2016.0,2651-51821,MM,X
GALVLIBPA1,AMRO,2015.0,1352-45812,K,WX
GALVLIBPA1,AMRO,2016.0,1352-46010,XO,B
GALVLIBPA1,AMRO,2016.0,1352-46011,XG,G
GALVLIBPA1,AMRO,2016.0,1352-46012,X,BR
GALVLIBPA1,BCCH,2015.0,2750-64108,G,X
GALVLIBPA1,CARW,2015.0,2441-14824,KX,Y
GALVLIBPA1,CARW,2016.0,4501-87596,P,YX
GALVLIBPA1,CARW,2016.0,4501-87596,PY,X
GALVLIBPA1,GRCA,2015.0,2531-74658,X,K
GALVLIBPA1,GRCA,2016.0,2651-51704,PP,X
GALVLIBPA1,GRCA,2016.0,2651-51704,P,PX
GALVLIBPA1,HOWR,2016.0,2750-45177,Y,XB
GALVLIBPA1,HOWR,2016.0,2750-63801,X,GP
GALVLIBPA1,HOWR,2016.0,2750-45178,X,MM
GALVLIBPA1,NOCA,2015.0,2531-74657,KR,X
GALVLIBPA1,NOMO,2015.0,1352-45813,MK,X
GALVLIBPA1,SOSP,2016.0,4501-87599,XP,M
GALVLIBPA1,SOSP,2016.0,4501-87598,P,XW
GALVLIBPA1,SOSP,2016.0,4501-87597,P,XO
GARDVALMD1,AMRO,2008.0,1272-43017,OX,R
GARDVALMD1,AMRO,2008.0,1272-43018,X,BY
GARDVALMD1,AMRO,2009.0,1292-64306,X,-
GARDVALMD1,AMRO,2009.0,1292-64307,-,X
GARDVALMD1,AMRO,2009.0,1292-64308,-,X
GARDVALMD1,AMRO,2010.0,1292-64243,YW,X
GARDVALMD1,AMRO,2010.0,1292-64244,K,GX
GARDVALMD1,AMRO,2010.0,1292-64245,GR,X
GARDVALMD1,AMRO,2012.0,1292-64277,P,XM
GARDVALMD1,CACH,2001.0,820-94587,X,BR
GARDVALMD1,CACH,2001.0,8209-74586,G,RX
GARDVALMD1,CACH,2001.0,820-94588,X,MG
GARDVALMD1,CACH,2001.0,2250-24018,M,OX
GARDVALMD1,CACH,2002.0,2250-90487,B,YX
GARDVALMD1,CACH,2002.0,2250-90488,OR,X
GARDVALMD1,CACH,2002.0,22509-04898,KY,X
GARDVALMD1,CACH,2002.0,2250-90490,X,YW
GARDVALMD1,CACH,2007.0,2510-04206,WX,B
GARDVALMD1,CACH,2007.0,2510-04208,XW,M
GARDVALMD1,CACH,2007.0,2510-04209,WR,X
GARDVALMD1,CACH,2007.0,2510-04207,X,BW
GARDVALMD1,CACH,2008.0,2510-03835,XB,K
GARDVALMD1,CACH,2008.0,2510-03836,M,OX
GARDVALMD1,CACH,2008.0,2510-03837,KK,X
GARDVALMD1,CACH,2008.0,2510-03838,WX,K
GARDVALMD1,CACH,2010.0,2590-82598,XK,R
GARDVALMD1,CACH,2012.0,2590-83060,Y,MX
GARDVALMD1,CACH,2015.0,2710-53797,BX,O
GARDVALMD1,CACH,2015.0,2710-53798,G,RX
GARDVALMD1,CACH,2015.0,2710-53799,B,XG
GARDVALMD1,CARW,2004.0,4501-87497,XR,W
GARDVALMD1,CARW,2004.0,4501-87496,K,XK
GARDVALMD1,CARW,2007.0,2281-69202,OX,K
GARDVALMD1,CARW,2008.0,2341-29328,X,WG
GARDVALMD1,CARW,2015.0,2661-31880,B,YX
GARDVALMD1,GRCA,2009.0,2411-37327,-,X
GARDVALMD1,GRCA,2009.0,2411-37324,XO,M
GARDVALMD1,HOWR,2001.0,2250-24017,XY,B
GARDVALMD1,HOWR,2002.0,2250-24603,O,XR
GARDVALMD1,HOWR,2008.0,2510-03839,MY,X
GARDVALMD1,HOWR,2009.0,2590-82408,X,-
GARDVALMD1,HOWR,2009.0,2590-82409,-,X
GARDVALMD1,HOWR,2010.0,2590-82596,GW,X
GARDVALMD1,HOWR,2010.0,2590-82597,X,KG
GARDVALMD1,HOWR,2010.0,2590-82599,X,MR
GARDVALMD1,HOWR,2012.0,2590-83058,R,XR
GARDVALMD1,HOWR,2012.0,2590-83059,XG,B
GARDVALMD1,NOCA,2001.0,791-17019,G,XK
GARDVALMD1,NOCA,2001.0,791-17018,B,XW
GARDVALMD1,NOCA,2003.0,1801-77652,M,XO
GARDVALMD1,NOCA,2004.0,1891-87400,OX,K
GARDVALMD1,NOCA,2005.0,1951-41294,XG,B
GARDVALMD1,NOCA,2009.0,2411-37325,X,-
GARDVALMD1,NOCA,2009.0,2411-37326,X,-
GARDVALMD1,NOCA,2010.0,2301-56992,MY,X
GARDVALMD1,NOCA,2010.0,2301-56993,XY,Y
GARDVALMD1,NOCA,2012.0,2421-34613,O,XB
GARDVALMD1,NOCA,2015.0,2421-11385,X,PG
GARDVALMD1,NOCA,2015.0,2421-11386,X,BM
GARDVALMD1,SOSP,2001.0,1141-05774,OY,X
GARDVALMD1,SOSP,2005.0,2241-17725,XR,K
GARDVALMD1,SOSP,2005.0,2241-17726,M,XK
GECACARVA1,AMRO,2007.0,742-29425,X,RW
GECACARVA1,CACH,2007.0,2460-22847,X,MO
GECACARVA1,CACH,2009.0,2590-82407,P,X
GECACARVA1,CACH,2010.0,2510-03829,O,XW
GECACARVA1,CACH,2010.0,2460-22963,YX,Y
GECACARVA1,CACH,2013.0,2690-18939,R,XB
GECACARVA1,CACH,2013.0,2690-18954,Y,XO
GECACARVA1,CACH,2013.0,2710-53701,G,XB
GECACARVA1,CACH,2013.0,2710-53703,XK,Y
GECACARVA1,CACH,2013.0,2710-53704,WX,K
GECACARVA1,CACH,2013.0,2710-53705,Y,YX
GECACARVA1,CACH,2013.0,2710-53706,XK,B
GECACARVA1,CACH,2013.0,2710-53702,RY,X
GECACARVA1,CACH,2014.0,2730-24755,PG,X
GECACARVA1,CACH,2015.0,2750-64425,R,XR
GECACARVA1,CACH,2015.0,2750-64427,GX,R
GECACARVA1,CACH,2015.0,2750-64426,K,RX
GECACARVA1,CACH,2015.0,2750-64428,Y,RX
GECACARVA1,CACH,2015.0,2750-64429,R,MX
GECACARVA1,CACH,2015.0,2750-64430,XG,W
GECACARVA1,CACH,2015.0,2750-64431,XB,R
GECACARVA1,CACH,2015.0,2750-64432,P,XM
GECACARVA1,CACH,2016.0,2750-41522,GO,X
GECACARVA1,CACH,2016.0,2750-41523,W,XY
GECACARVA1,CARW,2010.0,2251-80368,XY,W
GECACARVA1,CARW,2010.0,2251-80369,X,OK
GECACARVA1,CARW,2012.0,2441-96489,X,MB
GECACARVA1,CARW,2013.0,2341-30396,G,XW
GECACARVA1,CARW,2014.0,2571-70343,X,OG
GECACARVA1,CARW,2014.0,2571-70344,XB,O
GECACARVA1,CARW,2015.0,2661-31561,WB,X
GECACARVA1,CARW,2015.0,2661-31562,XM,Y
GECACARVA1,GRCA,2007.0,1991-46154,B,YX
GECACARVA1,GRCA,2008.0,2301-56567,MP,X
GECACARVA1,GRCA,2010.0,2421-11542,W,XR
GECACARVA1,GRCA,2010.0,2421-11543,XB,G
GECACARVA1,GRCA,2010.0,2421-11544,K,WX
GECACARVA1,GRCA,2013.0,2441-13845,G,XB
GECACARVA1,GRCA,2013.0,2641-63305,BW,X
GECACARVA1,GRCA,2016.0,2651-56292,XP,Y
GECACARVA1,GRCA,2016.0,2651-56212,M,MX
GECACARVA1,HOWR,2008.0,2510-03817,G,XO
GECACARVA1,HOWR,2008.0,2510-03818,M,XY
GECACARVA1,HOWR,2012.0,2690-08455,X,GB
GECACARVA1,HOWR,2015.0,2750-64424,X,OY
GECACARVA1,HOWR,2015.0,2750-64433,X,P
GECACARVA1,HOWR,2015.0,2750-64434,X,Y
GECACARVA1,HOWR,2015.0,2750-64435,X,O
GECACARVA1,HOWR,2016.0,2750-41520,M,MX
GECACARVA1,HOWR,2016.0,2750-41521,X,WW
GECACARVA1,NOCA,2013.0,2641-63301,YX,G
GECACARVA1,NOCA,2013.0,2641-63302,W,XO
GECACARVA1,NOCA,2013.0,2641-63304,X,WW
GECACARVA1,NOCA,2013.0,2641-63303,K,KX
GECACARVA1,NOCA,2016.0,2651-56291,MX,P
GECACARVA1,SOSP,2007.0,2261-38333,G,OX
GECACARVA1,SOSP,2009.0,2441-14108,P,X
GECACARVA1,SOSP,2010.0,2251-80367,G,PX
GECACARVA1,SOSP,2010.0,2251-80364,WX,Y
GECACARVA1,SOSP,2010.0,2251-80365,MG,X
GECACARVA1,SOSP,2010.0,2251-80366,XG,Y
GECACARVA1,SOSP,2012.0,2441-96488,RK,X
GECACARVA1,SOSP,2013.0,2661-07911,X,YO
GECACARVA1,SOSP,2015.0,2661-31560,X,KM
GECACARVA1,SOSP,2016.0,2711-77142,R,XR
GEHRDALMD1,AMRO,2001.0,1152-87540,XM,G
GEHRDALMD1,AMRO,2001.0,1152-87539,XK,B
GEHRDALMD1,AMRO,2003.0,1152-87517,YX,Y
GEHRDALMD1,AMRO,2004.0,962-47906,XB,B
GEHRDALMD1,AMRO,2005.0,962-47733,GX,O
GEHRDALMD1,CARW,2001.0,1141-05563,XO,K
GEHRDALMD1,CARW,2002.0,1811-58602,X,RR
GEHRDALMD1,GRCA,2001.0,1751-51967,Y,XM
GEHRDALMD1,GRCA,2001.0,1751-51968,KX,R
GEHRDALMD1,GRCA,2002.0,1801-09517,XB,K
GEHRDALMD1,GRCA,2004.0,1801-77866,XR,O
GEHRDALMD1,GRCA,2004.0,1801-77868,WX,Y
GEHRDALMD1,GRCA,2004.0,1951-20915,XY,K
GEHRDALMD1,GRCA,2004.0,1951-20941,X,MW
GEHRDALMD1,GRCA,2005.0,1951-40979,XM,K
GEHRDALMD1,NOCA,2001.0,1751-51966,G,MX
GEHRDALMD1,NOCA,2002.0,1801-09518,R,XK
GEHRDALMD1,NOCA,2004.0,1801-77864,KX,R
GEHRDALMD1,NOCA,2004.0,1801-77865,XB,B
GEHRDALMD1,NOCA,2004.0,1801-77867,XK,W
GELLNERMD1,AMRO,2005.0,962-47724,X,BM
GELLNERMD1,AMRO,2009.0,1292-64227,YX,W
GELLNERMD1,AMRO,2009.0,1292-64228,G,BX
GELLNERMD1,CACH,2009.0,2590-82571,X,MK
GELLNERMD1,CACH,2009.0,2590-82572,B,XK
GELLNERMD1,CARW,2001.0,1141-05608,XK,K
GELLNERMD1,CARW,2002.0,8001-21470,B,XW
GELLNERMD1,CARW,2002.0,8001-21471,XG,O
GELLNERMD1,CARW,2007.0,2281-69206,BX,O
GELLNERMD1,CARW,2007.0,2281-69208,KX,G
GELLNERMD1,CARW,2009.0,2441-14046,W,XR
GELLNERMD1,GRCA,2007.0,2301-56904,PO,X
GELLNERMD1,GRCA,2007.0,2301-56907,XP,M
GELLNERMD1,GRCA,2010.0,2421-11641,RW,X
GELLNERMD1,GRCA,2010.0,2421-11642,X,KO
GELLNERMD1,GRCA,2010.0,2421-11643,O,XM
GELLNERMD1,HOWR,2010.0,2610-37321,Y,WX
GELLNERMD1,NOCA,2001.0,791-17071,BK,X
GELLNERMD1,NOCA,2005.0,1951-41274,XR,K
GELLNERMD1,NOCA,2010.0,2421-11640,X,WO
GELLNERMD1,NOMO,2001.0,791-17072,X,GB
GELLNERMD1,NOMO,2001.0,791-17073,M,OX
GELLNERMD1,NOMO,2009.0,1292-64229,XY,B
GELLNERMD1,SOSP,2007.0,2281-69207,XM,R
GELLNERMD1,SOSP,2008.0,2281-69490,KX,K
GELLNERMD1,SOSP,2008.0,2281-69489,GG,X
GERBGIGPA1,AMRO,2014.0,1352-46489,KO,X
GERBGIGPA1,CACH,2015.0,2750-64019,X,WK
GERBGIGPA1,CACH,2015.0,2750-64020,X,RO
GERBGIGPA1,CACH,2015.0,2750-64023,RX,G
GERBGIGPA1,CACH,2016.0,2750-63844,X,-
GERBGIGPA1,CACH,2016.0,2750-63846,MX,M
GERBGIGPA1,CACH,2016.0,2750-63847,-,X
GERBGIGPA1,CACH,2016.0,2750-63849,WK,X
GERBGIGPA1,CACH,2016.0,2750-63850,X,-
GERBGIGPA1,CARW,2014.0,1761-81977,PY,X
GERBGIGPA1,CARW,2016.0,2711-77868,X,-
GERBGIGPA1,CARW,2016.0,2711-77869,-,X
GERBGIGPA1,DOWO,2014.0,1761-81975,X,-
GERBGIGPA1,HOWR,2014.0,2690-96146,BB,X
GERBGIGPA1,HOWR,2015.0,2750-64021,X,RP
GERBGIGPA1,HOWR,2015.0,2750-64022,X,WM
GERBGIGPA1,HOWR,2016.0,2750-63845,X,OY
GERBGIGPA1,HOWR,2016.0,2750-63848,KK,X
GERBGIGPA1,NOCA,2014.0,2331-40201,X,-
GERBGIGPA1,NOCA,2014.0,2641-97007,WY,YX
GERBGIGPA1,NOCA,2014.0,2641-97008,WX,MW
GERBGIGPA1,NOCA,2014.0,2641-97009,WW,YX
GERBGIGPA1,NOCA,2014.0,2641-97010,RX,WW
GERBGIGPA1,NOCA,2014.0,2641-97011,XW,UNK
GERBGIGPA1,NOCA,2014.0,2641-97012,-,OX
GERBGIGPA1,NOCA,2014.0,2641-97013,-,GX
GERBGIGPA1,NOCA,2015.0,2651-56529,X,YG
GERBGIGPA1,NOCA,2015.0,2651-56530,X,RP
GERBGIGPA1,NOCA,2015.0,2651-56531,OX,M
GERBGIGPA1,NOCA,2015.0,2651-56532,RX,G
GERBGIGPA1,NOCA,2015.0,2651-56533,RX,G
GERBGIGPA1,NOCA,2016.0,2671-02101,XM,M
GERBGIGPA1,NOCA,2016.0,2671-02102,X,-
GERBGIGPA1,NOCA,2016.0,2671-02104,XM,M
GERBGIGPA1,NOCA,2016.0,2671-02105,X,WK
GERBGIGPA1,NOCA,2016.0,2671-02107,XP,G
GERBGIGPA1,NOCA,2016.0,2671-02108,X,-
GERBGIGPA1,RBGR,2016.0,2671-02103,X,-
GERBGIGPA1,RBGR,2016.0,2671-02106,X,-
GERBGIGPA1,RBWO,2016.0,1352-46058,X,-
GERBGIGPA1,SOSP,2014.0,1761-81973,MM,X
GERBGIGPA1,SOSP,2014.0,1761-81973,KY,XY
GERBGIGPA1,SOSP,2014.0,1761-81974,YY,X
GERBGIGPA1,SOSP,2014.0,1761-81976,BY,X
GERWJOHNC1,AMRO,2016.0,1352-92468,MW,X
GERWJOHNC1,CACH,2015.0,2180-92457,X,BM
GERWJOHNC1,CACH,2015.0,2180-92459,XK,B
GERWJOHNC1,CACH,2015.0,2180-92460,X,BG
GERWJOHNC1,CACH,2015.0,2180-72549,MR,X
GERWJOHNC1,CACH,2015.0,2180-92548,X,WW
GERWJOHNC1,CACH,2016.0,2180-92581,O,XR
GERWJOHNC1,CACH,2016.0,2180-92582,XW,Y
GERWJOHNC1,CACH,2016.0,2180-92548,X,WW
GERWJOHNC1,CARW,2015.0,2711-64017,MX,Y
GERWJOHNC1,CARW,2015.0,2711-64018,XK,B
GERWJOHNC1,CARW,2015.0,2711-64102,K,XR
GERWJOHNC1,CARW,2015.0,2711-64103,K,XG
GERWJOHNC1,CARW,2015.0,2711-64120,RX,W
GERWJOHNC1,GRCA,2016.0,0851-39861,X,GG
GERWJOHNC1,GRCA,2016.0,0851-39860,XG,Y
GERWJOHNC1,HOWR,2016.0,2750-51262,O,GX
GERWJOHNC1,HOWR,2016.0,2750-51201B,XY,M
GERWJOHNC1,NOCA,2015.0,851-39829,KX,Y
GERWJOHNC1,NOCA,2015.0,851-39831,RX,M
GERWJOHNC1,NOCA,2015.0,1352-92451,M,WX
GERWJOHNC1,NOCA,2015.0,1352-92452,X,YY
GERWJOHNC1,NOCA,2015.0,851-39832,-,UNK
GERWJOHNC1,NOCA,2015.0,851-39833,OX,G
GERWJOHNC1,NOCA,2015.0,851-39840,WO,X
GERWJOHNC1,NOCA,2016.0,0851-39858,O,XR
GERWJOHNC1,NOCA,2016.0,0851-39859,XB,Y
GERWJOHNC1,NOCA,2016.0,0851-39862,Y,KX
GERWJOHNC1,NOCA,2016.0,0851-39957,X,OG
GERYERIMD1,AMRO,2008.0,1272-43107,K,MX
GERYERIMD1,AMRO,2009.0,1292-64515,P,XY
GERYERIMD1,AMRO,2012.0,1292-64292,W,WX
GERYERIMD1,AMRO,2014.0,1272-43183,X,OM
GERYERIMD1,CACH,2007.0,2460-22846,KX,R
GERYERIMD1,CACH,2007.0,2460-22850,X,OM
GERYERIMD1,CACH,2007.0,2460-22852,KG,X
GERYERIMD1,CACH,2007.0,2460-22853,WB,X
GERYERIMD1,CACH,2013.0,2610-37378,XG,K
GERYERIMD1,GRCA,2007.0,1991-46152,MK,X
GERYERIMD1,GRCA,2013.0,2641-63938,BK,X
GERYERIMD1,GRCA,2013.0,2641-63939,G,XK
GERYERIMD1,GRCA,2015.0,2651-47545,MP,X
GERYERIMD1,GRCA,2016.0,2651-47560,XW,M
GERYERIMD1,GRCA,2016.0,2651-47561,XR,P
GERYERIMD1,HOWR,2007.0,2460-22851,KX,R
GERYERIMD1,NOCA,2012.0,2421-34698,XG,B
GERYERIMD1,NOCA,2012.0,2421-34699,M,YX
GERYERIMD1,NOCA,2014.0,2561-56890,X,BO
GERYERIMD1,NOCA,2014.0,2561-56891,X,BM
GERYERIMD1,NOCA,2016.0,2651-47562,XM,P
GERYERIMD1,SOSP,2007.0,2261-38339,RX,B
GERYERIMD1,SOSP,2007.0,2261-38342,GK,X
GERYERIMD1,SOSP,2007.0,2261-38343,YM,X
GERYERIMD1,SOSP,2008.0,2341-30018,KM,X
GERYERIMD1,SOSP,2008.0,2341-30019,R,MX
GERYERIMD1,SOSP,2010.0,2441-96329,XG,W
GERYERIMD1,SOSP,2010.0,2441-96330,BX,B
GERYERIMD1,SOSP,2012.0,2441-14198,X,OG
GERYERIMD1,SOSP,2012.0,2441-14199,P,KX
GERYERIMD1,SOSP,2014.0,2571-90163,XO,M
GERYERIMD1,SOSP,2015.0,2571-90085,R,XP
GERYERIMD1,SOSP,2015.0,2571-90086,G,XM
GETZGLEPA1,BCCH,2014.0,2710-53697,BX,M
GETZGLEPA1,BCCH,2015.0,2710-54087,X,O
GETZGLEPA1,CACH,2014.0,2710-53698,GG,YX
GETZGLEPA1,CACH,2015.0,2710-54088,X,Y
GETZGLEPA1,CARW,2015.0,2711-77346,KX,R
GETZGLEPA1,CARW,2015.0,2711-77347,K,XG
GETZGLEPA1,CARW,2015.0,2711-77348,K,XP
GETZGLEPA1,NOCA,2015.0,2651-56699,X,GK
GETZGLEPA1,SOSP,2015.0,2710-54086,-,MX
GETZGLEPA1,UNCH,2015.0,2710-54084,-,BX
GETZGLEPA1,UNCH,2015.0,2710-54085,X,G
GETZGLEPA1,UNCH,2015.0,2710-54086,-,RX
GETZGLEPA1,WOTH,2015.0,2651-56698,X,-
GHILCOLGA1,AMRO,2014.0,1272-42446,WM,X
GHILCOLGA1,AMRO,2015.0,1352-27607,R,BX
GHILCOLGA1,AMRO,2015.0,1352-27608,X,WY
GHILCOLGA1,AMRO,2016.0,1292-64380,K,XY
GHILCOLGA1,CARW,2014.0,2661-07974,B,WX
GHILCOLGA1,CARW,2014.0,2661-07975,RG,X
GHILCOLGA1,SOSP,2015.0,2341-30185,KX,K
GHILCOLGA1,SOSP,2016.0,2711-58023,X,RW
GIARORCMA1,GRCA,2015.0,2651-43330,XG,G
GIARORCMA1,GRCA,2015.0,2651-43329,XW,B
GIARORCMA1,HOWR,2015.0,2750-35077,X,GM
GIBSELAMD1,AMRO,2004.0,742-29781,BR,X
GIBSELAMD1,CARW,2003.0,1801-77902,XY,Y
GIBSELAMD1,CARW,2004.0,1961-24121,K,XM
GIBSELAMD1,GRCA,2002.0,1801-09659,YW,X
GIBSELAMD1,GRCA,2003.0,1801-77901,RO,X
GIBSELAMD1,GRCA,2004.0,1841-58878,G,XW
GIBSELAMD1,GRCA,2004.0,1841-58879,K,XM
GIBSELAMD1,NOCA,2001.0,1751-51984,W,XM
