siteID,long,lat,region,distance,imp
WATSTERMD1,-76.918178647,39.044855291,dc,100,19.054970085221722
WELLCARMD1,-77.038502,39.081093,dc,100,11.41601495418982
WESTNANMD1,-77.014078891,39.073701286,dc,100,8.335113230556493
WHEATESMD1,-77.092482,39.067105,dc,100,11.374735680813536
WHEATPKMD1,-77.036859,39.056253,dc,100,6.2918334768688755
WHITLAUDC1,-77.081697233,38.734602,dc,100,2.2477608893924863
WIEBFRAMD1,-77.01577,38.977191,dc,100,12.34113883124412
WIKACORMD1,-76.48508,39.008744,dc,100,4.965775377768828
WILDANNVA1,-77.09839,38.899038,dc,100,21.613598079426435
WILDANNVA2,-77.204878,38.868079,dc,100,20.61142611515387
WILELINMD1,-76.211910425,38.969596,dc,100,12.886205356621355
WILLCYNVA1,-77.212943557,38.877453,dc,100,35.18407838165619
WILLMARVA1,-77.105604294,38.726443,dc,100,11.519259888521406
WILLRAJMD1,-76.49434,38.969231,dc,100,34.50170254345279
WILLSHAMD1,-76.743914345,38.931527759,dc,100,4.470650723350306
WILLTERMD1,-76.91765,38.930064,dc,100,29.38297896796342
WILLTINVA1,-77.34858534,38.786955,dc,100,1.7152761836121462
WINGJERMD1,-76.986449,38.687903,dc,100,15.314330750875596
WISECELMD1,-77.03262,39.069748,dc,100,23.00507132936372
WOLFAMYDC1,-77.04321,38.9185,dc,100,77.02862896614658
WOLFKARDC1,-77.06121,38.94187,dc,100,53.42109460156885
WOODELEVA1,-77.15308,38.889592,dc,100,24.887764797365293
WOODLESMD1,-76.73913017,38.984527088,dc,100,33.33656409703644
WOODPAUVA1,-77.29446,38.84077,dc,100,4.515127054987501
WOODROWVA1,-77.143947,38.851221,dc,100,21.17821422727212
WRIGNOAMD1,-76.840059,39.191128,dc,100,34.42510532461628
WRIGVENMD1,-76.89769,38.72139,dc,100,0.9864438163584069
YOUNELIMD1,-77.0904,39.069366,dc,100,23.40863170088802
YOUNKIMVA1,-77.28131,38.746031,dc,100,16.022485961410684
ZAMBTRAMD1,-77.075,38.982775,dc,100,18.302777084044397
ZASTMARMD1,-76.927993611,38.959564258,dc,100,20.068689425675526
ZEMKSYDVA1,-77.077918,38.74513,dc,100,20.579268530193833
ZENKBOBMD1,-76.488423,38.96237,dc,100,23.05112974098426
ADAMELEVA1,-77.263149,38.758752,dc,200,13.648816539395906
AHMAFATDC1,-77.08712332,38.949320487,dc,200,27.351341600854067
ALPEPHIMD1,-77.038049613,39.009700343,dc,200,18.77173875237282
AMERICOMD1,-76.694935,38.911893,dc,200,0.3258331901568796
ANACMUSDC1,-76.977259,38.856692,dc,200,20.475139831507157
ANDEMIKMD1,-76.547451,38.701874,dc,200,4.9039412353481575
ANDRKENVA1,-77.344512,38.92377,dc,200,1.7835395803654668
ANGEPARVA1,-77.074415489,38.810482501,dc,200,26.671792819830625
ARLINESVA1,-77.12201,38.87952,dc,200,39.551738464187
ASSMCARMD1,-77.05675,38.985856,dc,200,6.232573382496428
BAILEESVA1,-77.1439219,38.851016,dc,200,25.801563490536786
BAINANDMD1,-77.053186301,38.994009,dc,200,30.907435367458483
BAKEKYLDC1,-77.040834,38.940066,dc,200,23.155115824128156
BALAELEMD1,-77.14316,38.969369,dc,200,21.80703979750295
BALASUCMD1,-76.95419,39.00645,dc,200,15.899679401140093
BANCRESDC1,-77.040043,38.935573,dc,200,27.414362575824654
BARBJERMD1,-76.46323,39.113321,dc,200,9.286236750916581
BARNDORMD1,-77.00135,38.974007,dc,200,16.69560526026476
BAUGSHEVA1,-77.35725,38.915614,dc,200,1.1430394721571049
BEALTOMMD1,-76.7946,38.97406,dc,200,12.080631041606303
BECKSUSVA1,-77.249359289,38.888506111,dc,200,10.872229909016347
BENADEBMD1,-77.021594215,39.0133926,dc,200,10.951847722792001
BENSKATVA1,-77.367240714,38.892787897,dc,200,5.576509358762164
BERGMICMD1,-76.952668,39.03227,dc,200,8.360567296078887
BERNCHRMD1,-76.211544,38.781935,dc,200,9.529396347466824
BILLPAIDC1,-77.01364,38.97176,dc,200,45.92882588094566
BLADENSDC1,-76.937993,38.933174,dc,200,47.82098281603317
BLADMAUMD1,-76.729957342,38.952486848,dc,200,37.851674506214124
BLANBETMD1,-76.544951998,39.105263,dc,200,14.830728556386935
BLOCDAVMD1,-77.0044,38.9764,dc,200,20.141137913194775
BOONGREMD1,-76.6238,39.379563,dc,200,21.751459123456186
BOONGREMD2,-76.55691,39.49158,dc,200,3.772590134715999
BORGRACMD1,-76.631598,39.286099,dc,200,83.73162690959543
BOSCJOEDC1,-77.34458,38.92374,dc,200,1.7960118851232674
BRENSTEMD1,-76.998343364,38.643031,dc,200,5.545358978664116
BRENTESDC1,-77.00224,38.88462,dc,200,60.752015580767726
BRIGKIMMD1,-76.54802,39.126658,dc,200,34.06257288722947
BRIGPAUMD1,-76.873598,39.002435,dc,200,30.307968642580942
BROOKSIMD1,-77.032995842,39.058623,dc,200,2.3016791990053043
BROWANNDC1,-77.05334,38.89977,dc,200,74.18791930513609
BROWANNMD1,-76.48468,38.96281,dc,200,37.82019342153134
BRUEELIMD1,-77.103818,39.040017,dc,200,18.546677999263345
BUCKLMSMD1,-76.95898,39.00971,dc,200,10.503618286900121
BUISNORVA1,-77.26441,38.74159,dc,200,6.03496978240273
BURDROBVA1,-77.41811,38.865157,dc,200,31.10595225051284
BURKSANMD1,-77.08536,38.982444,dc,200,10.648245478074644
BURNNANMD1,-76.12497,38.732481,dc,200,5.641092826865298
BURRANDMD1,-76.559736,38.94883,dc,200,20.249993097265467
BURRANDMD2,-76.443988,39.040118,dc,200,19.744218838880244
CAHAGABMD1,-77.08751,39.034495,dc,200,14.887734352981928
CAINBRIMD1,-77.032135,38.897921,dc,200,94.33985082149188
CALLJERMD1,-76.95434,38.942218,dc,200,43.99420185769785
CAMBDJMD1,-76.75251289,38.967296949,dc,200,26.033556892851188
CAMEPARVA1,-77.066287469,38.799805112,dc,200,59.57440294313105
CAMPGLOMD1,-76.92866,39.06249,dc,200,11.222329687733321
CAMPLIBMD1,-77.0229,38.675841,dc,200,2.3986107258949247
CAMPROSMD1,-77.02264,39.01415,dc,200,12.05050687052333
CANTBOBMD1,-77.227727682,38.997446,dc,200,3.2704758916874797
CAPITCSDC1,-77.013429,38.961157,dc,200,26.659585756227226
CARLSHIMD1,-76.588785,39.395162,dc,200,19.83450265982351
CAUSSUSMD1,-77.17451,39.296892,dc,200,2.0319704525024576
CHAMPARVA1,-77.127641815,38.835204283,dc,200,20.663705201312435
CLARCOLDC1,-77.04754,38.91971,dc,200,59.26770025938505
CLARKELMD1,-76.582412474,38.98628,dc,200,15.314533307887398
COFFMICMD1,-76.482983,39.0382,dc,200,18.94379507928794
COLALISMD1,-76.99381,39.30942,dc,200,0
COLSKATMD1,-76.84428,39.15633,dc,200,14.119010222150228
CONAGAIMD1,-76.836499,39.326754,dc,200,0.6119488924738027
CONNBARMD1,-76.780006265,39.266481,dc,200,7.246342880918976
CORCJOEMD1,-76.780331,39.266198,dc,200,7.992690428929759
CORCJOEMD2,-76.77265,39.266627,dc,200,11.127819090963994
COTTCITMD1,-76.571593,38.560514,dc,200,0.025348497966625833
COULMARMD1,-76.591968651,39.091655,dc,200,15.0916961108062
COURLESDC1,-76.989525,38.886372,dc,200,61.85745399226564
COWLANDMD1,-76.007615,38.961106,dc,200,0.3677445795558218
CRISBRUMD1,-77.177248634,39.140368785,dc,200,7.374419768007409
CRONCHRVA1,-77.353212,38.620605,dc,200,11.665557200946216
CRONCHRVA2,-77.35579,38.626042,dc,200,20.437336094934057
CYLBURNMD1,-76.653927,39.352573,dc,200,11.409323242998772
CYMRHELDC1,-76.99879,38.88877,dc,200,69.44216686643037
CYRUALLMD1,-77.040764,39.11478,dc,200,5.6678486899914695
DALEELIMD1,-76.58533,39.682474,dc,200,0.23944245289683133
DANIBARMD1,-76.5341,39.012895,dc,200,2.3457374672031746
DANIBARMD2,-76.786866009,39.275981,dc,200,11.33350631338585
DAVIALIVA1,-77.09664,38.898386,dc,200,18.21936316611513
DAVIKELVA1,-77.49654,38.463688,dc,200,12.697749137471346
DECHKIMMD1,-76.600211605,39.041453,dc,200,2.061843489573548
DECHKIMMD2,-76.60021,39.041453,dc,200,2.061843489573548
DELUBILMD1,99999,99999,dc,200,NA
DELUKARVA1,-77.161128876,38.905535,dc,200,8.49218649606053
DELUKARVA2,-77.07797,38.89236,dc,200,61.897523112792335
DELUKARVA3,-77.077891,38.892695,dc,200,62.985920910145104
DIETJANMD1,-76.73842854,38.93883609,dc,200,40.180440773164115
DIXOALIMD1,-77.103775103,39.009812611,dc,200,13.92410666122706
DODGEESMD1,99999,99999,dc,200,NA
DONOLORDC1,-77.030072,38.911439,dc,200,79.34211617389144
DONOLORDC2,-77.10746,38.930031,dc,200,25.54308828831453
DORNROBMD1,-76.5197,38.896318,dc,200,14.593758400235274
DOVECARVA1,-77.208259677,38.806163305,dc,200,16.468772720990692
DRAKBERMD1,-76.583534032,38.829108,dc,200,0.014494052407889212
DUELCREMD1,-76.95083,38.933626,dc,200,47.48043258023219
DUMBOPKDC1,-77.061467,38.913597,dc,200,16.791498990352235
EARLNANMD1,-76.541146,38.841726,dc,200,9.816590010947092
EBERJACMD1,-77.062569955,38.981175635,dc,200,16.723613390183893
EDEREDWVA1,-77.0509,38.719622,dc,200,16.908320881064917
EDSALOUVA1,-77.415588233,38.725320891,dc,200,1.5280038416609913
EGANMARMD1,-77.10968,38.947608,dc,200,17.197926506087722
EGGELESVA1,-77.14485,38.86538,dc,200,16.700730642803126
EISESHOMD1,-77.088200308,39.018192607,dc,200,15.709161422740237
ENZIKIRMD1,-76.628741,38.848259,dc,200,1.6844598580788102
EVANMICMD1,-77.13472,39.057751,dc,200,13.644122115586853
FAGABERMD1,-77.020251405,38.985277,dc,200,26.460716644811132
FARYSIMMD1,-77.01771,38.98896,dc,200,37.72949601673108
FERRSUEMD1,-76.291998,39.470445,dc,200,20.197596486105386
FIERCARMD1,-77.117372259,38.969687914,dc,200,17.549049521466493
FINEMAUMD1,-76.73989058,38.958051838,dc,200,28.203774556228034
FISHFERVA1,-77.13156,38.91267,dc,200,16.2945009169603
FOLEMARMD1,-76.571556,38.965588,dc,200,20.03136235594352
FOOSDAVVA1,-77.131991,38.90094,dc,200,19.795741395956238
FORCBREVA1,-77.394018,38.669979,dc,200,28.393330374918445
FORESESMD1,-77.01909,39.0335,dc,200,34.82880538783671
FORSDAWMD1,-77.076534926,39.019374012,dc,200,13.997394365711735
FREYFREMD1,-76.667853693,39.376434,dc,200,9.70152250150984
FUISLISVA1,-77.057244,38.909098,dc,200,60.483858098528174
FUISLISVA2,-77.09269,38.86296,dc,200,43.111330523335546
FUTRIVAVA1,-77.115777,38.877461,dc,200,35.66776097467286
GAETHEAMD1,-76.80004,39.280076,dc,200,15.25800868558478
GALETANMD1,-76.493753,38.384473,dc,200,5.077632397381491
GALLMONVA1,-77.295224541,38.712159,dc,200,0.3066446219225929
GALLTERMD1,-76.53842,39.061207,dc,200,5.07134833195711
GARDVALMD1,-76.59892,39.08908,dc,200,3.1976495156407316
GATELINMD1,-77.105483161,39.007439167,dc,200,15.742758730712538
GECACARVA1,-77.12254,38.884753,dc,200,23.509457939012123
GEHRDALMD1,-76.614092,39.363247,dc,200,30.265825623201966
GELLNERMD1,-76.859292867,38.779549,dc,200,14.094353772444748
GERYERIMD1,-77.11898,38.999149,dc,200,26.45492547278987
GIBSELAMD1,-77.114597,39.041565,dc,200,50.709945850418286
GIESALLVA1,-77.162335,38.923376,dc,200,21.83177438381785
GILLEVAMD1,-76.553182,38.82695,dc,200,0.7382988182691259
GIRAANGMD1,-77.23417,39.205828,dc,200,18.44308873542135
GOCHJOAMD1,-76.58091,39.651874,dc,200,0.8848795916436699
GOMEKARMD1,-76.58365,39.090174,dc,200,15.081103539578898
GORDELIDC1,-77.037168,38.911273,dc,200,83.12542880270962
GOROCARDC1,-77.055554,38.975832,dc,200,14.843563516417811
GOUGGREMD1,-77.117744,38.987426,dc,200,11.152092297468291
GRIFBETDC1,-77.059128,38.975591,dc,200,10.712613725881301
GROSJEAMD1,-77.062411,39.074726,dc,200,21.475847623368153
GUIDJOHDC1,-77.09470177,38.950022612,dc,200,20.189653543659023
GUYTNIKMD1,-77.009019273,39.075851909,dc,200,11.947887132272566
HADDMARMD1,-76.617466,38.792951,dc,200,0.5551607010999641
HALLDEBVA1,-77.085421353,38.780345,dc,200,13.548584867535052
HAMIMARMD1,-76.43189,39.011824,dc,200,0.1833930657453435
HAMMBARMD1,-76.604774,38.985061,dc,200,1.5641387215811209
HANNNANMD1,-77.00705,39.013608,dc,200,21.471020911759716
HARRASHDC1,-77.077555129,38.946067394,dc,200,46.11586965952595
HARRPHYMD1,-76.726139,38.907597,dc,200,23.397207396547042
HARTPRIMD1,-76.490434,38.977176,dc,200,70.21521427054115
HARWRANDC1,-77.068693,38.9634,dc,200,22.746442018925453
HAWNJANVA1,-77.131503,38.858805,dc,200,15.380078334982995
HAYFISCVA1,-77.145466,38.75238,dc,200,22.931816677299953
HEATSUEVA1,-77.44713,38.846127,dc,200,17.20113039831672
HELFGAIMD1,-76.991882,38.983605,dc,200,11.02206200697855
HERBJOAMD1,-76.479483,39.105757,dc,200,13.597356657289904
HERNELEVA1,-77.37767,38.97646,dc,200,26.943906210631923
HESSNATVA1,-77.09942,38.882052,dc,200,44.71772767756882
HILLTHRVA1,-77.095327674,38.897986516,dc,200,28.26590550164188
HIRSHHODC1,-77.023467,38.887885,dc,200,61.91193762065374
HITCHBJMD1,-76.800355,39.110734,dc,200,26.429217842755747
HOLLDEBVA1,-77.104677019,38.898710304,dc,200,23.62876697395456
HOPKBARMD1,-76.969138114,39.030463467,dc,200,8.398255777606954
HOROBONVA1,-77.33713,38.90791,dc,200,1.1095283700192387
HOROBONVA2,-77.34132,38.90577,dc,200,5.577272048003429
HUFFCHRVA1,-77.299205589,39.037594372,dc,200,0.784035868658456
HULLJEFVA1,-77.070170188,38.826929,dc,200,15.751631386092962
HUNTBRIMD1,-76.538052,39.075961,dc,200,10.442431714952079
HUNTDAVMD1,99999,99999,dc,200,NA
HUNTDAVMD2,-77.00498,38.981324,dc,200,21.942835261990627
HUTCBARVA1,-77.09665,38.705807,dc,200,15.147812063238913
JACKALADC1,-76.96206,38.864802,dc,200,18.356337237247164
JACOAMYMD1,-75.852359,38.83089,dc,200,3.4683895840204806
JACOMERMD1,-77.20438,39.084151,dc,200,29.82755779501497
JACOSYDMD1,-76.96756,39.015894,dc,200,15.052315963502133
JAKOELVVA1,-77.09060333,38.765826,dc,200,14.579342215303472
JAMESESVA1,-77.14086,38.9164,dc,200,14.445891310601398
JEWELIBMD1,-77.10457,38.957666,dc,200,13.472155097835707
JOHNAESVA1,-77.12649,38.83517,dc,200,27.821036172854733
JOHNTHEMD1,-76.332588,39.517608,dc,200,15.792867892020139
JONECBRMD1,-76.588029,38.966895,dc,200,3.885133411335458
JONETINMD1,-76.946273314,38.948583503,dc,200,30.876857927357662
JORABONVA1,-77.146788,38.895191,dc,200,28.17056465584636
JUBILHODC1,99999,99999,dc,200,NA
JUGBAWSMD1,-76.69861,38.78865,dc,200,0.21989925463562393
KAMILEIVA1,-77.13684,38.859211,dc,200,20.88466689098194
KAUFLAUMD1,-77.082862,39.462503,dc,200,2.0015108088899622
KAUFRAYMD1,-76.344301,39.541912,dc,200,15.854150838340884
KAYEKATDC1,-77.065450857,38.935704323,dc,200,27.797683355783132
KENILWODC1,-76.94161,38.912829,dc,200,13.426055345823958
KESTSABDC1,-77.047442,38.922725,dc,200,37.336175535170604
KEYESUSMD1,-77.30772,39.09019,dc,200,2.8621099586764736
KIMBAESDC1,-76.957313,38.882278,dc,200,23.51495492029017
KINDFARMD1,-76.588280452,39.098364,dc,200,1.8287547083331623
KINGMANDC1,-76.963642217,38.893482,dc,200,7.205220656601527
KNIGSALVA1,-77.32038,38.37807,dc,200,0.0020652936996423264
KORRHARMD1,-76.741790248,39.275348,dc,200,15.42379242724666
KOSLDREMD1,-76.483852,38.9352,dc,200,6.489746669614351
KOVASANMD1,-77.107594282,39.011644773,dc,200,18.9539417092276
KRAMPAUMD1,-76.340535,39.71296,dc,200,2.938783954203412
LAFOMELVA1,-77.15827,38.89578,dc,200,31.25219572004172
LAINANTMD1,-77.070078858,39.175911237,dc,200,15.665091847411835
LAKEAESVA1,-77.34595,38.96634,dc,200,18.178680323995156
LAMBAMYMD1,-77.116505,38.967095,dc,200,21.87040654020791
LANDCELVA1,-77.24095,38.88216,dc,200,19.504811145942085
LANGANKVA1,-77.299275684,38.93561,dc,200,5.09319153140015
LEONTESDC1,-77.05682,38.93492,dc,200,56.77903962038499
LERNJEFMD1,-77.019242,38.981265,dc,200,21.515377692600907
LEWIKATMD1,-77.223657093,39.258672141,dc,200,12.881098955422674
LIEBJUDMD1,-77.10436,38.95739,dc,200,15.283510783609298
LINDHANMD1,-77.08468,38.979683,dc,200,7.126203728133369
LLANMATMD1,-76.499835,39.034625,dc,200,17.32951840007932
LLEISUEDC1,-77.04171,38.92433,dc,200,76.38756993383863
LORAJORMD1,-76.591530909,39.378332,dc,200,5.4607060255260125
LUCAJILMD1,-77.1074,38.9491,dc,200,12.375580540047912
LUCIDANMD1,-76.509499027,38.992581,dc,200,17.199629179375123
LUNDTERMD1,-77.118570553,39.00987813,dc,200,15.464583870382882
LYCEEESMD1,-77.064433,38.986569,dc,200,13.334545851857433
LYONLYNVA1,-77.428586004,38.813547,dc,200,19.949242760682626
MAGNDAVMD1,-76.311764,39.701327,dc,200,0.10549382176425885
MAGRPARMD1,-76.951303,38.952673,dc,200,38.05504536581408
MAHESHEDC1,-77.061553482,38.972399686,dc,200,17.539981992021108
MAHOJIMMD1,-76.539657252,38.790704,dc,200,0.023849622545244212
MAIMLOIMD1,-77.117634277,39.009075221,dc,200,18.169997519318994
MALLBARMD1,-77.12293,38.945274,dc,200,13.026885465631956
MANNJANDC1,-77.05754,38.972525,dc,200,14.608968904687456
MARRPETMD1,-77.005066,38.971542,dc,200,17.288137398261515
MARRPETMD2,-77.00267,38.97477,dc,200,13.966239235583615
MASIADRMD1,99999,99999,dc,200,NA
MASORICMD1,-76.627049,39.045887,dc,200,1.6559634675009187
MAZUJENMD1,-77.00353,39.150225,dc,200,3.0452345500046154
MCCAKEVMD1,-76.88435,39.207563,dc,200,20.230015028543946
MCCOCHRMD1,-77.053323809,39.348465,dc,200,1.8625801493758614
MCCOJOHMD1,-76.927058656,39.174562,dc,200,2.5932256601592174
MCDOELIVA1,-77.07861,38.7932,dc,200,35.205201391074375
MCGHDENMD1,-76.299445,39.479343,dc,200,12.1075308130929
MCKEANNVA1,-77.066687309,38.761026,dc,200,2.473543091593799
MCKEJANMD1,-76.997061,39.296593,dc,200,1.1287976026024444
MCKIRACDC1,-77.001617173,38.92413032,dc,200,49.05689542238063
MCLERICMD1,-76.785879,39.710665,dc,200,0.2507466882571272
MCNAKRIMD1,-77.098623131,38.958565,dc,200,18.939688420945313
MEGOPATMD1,-76.680267,38.74348,dc,200,9.751642299528816
MEGOPATMD2,-76.656373149,38.746513,dc,200,0.2729222879426243
MERRJOAMD1,-77.207702,39.268785,dc,200,22.01316122812795
MESEBARMD1,-76.445298,39.520254,dc,200,1.3557797753105794
MILLJOEMD1,-76.607853889,39.098204,dc,200,23.25029991696597
MILLLORVA1,-77.589400388,38.850265,dc,200,0.5620582509775224
MILLPAUMD1,-76.499811439,38.99312,dc,200,25.850807294322017
MILTMIKVA1,-77.11954,38.87374,dc,200,32.326749902709956
MISBJANMD1,-76.930213,39.064356,dc,200,19.34851937817939
MISSEDDC1,-76.99685,38.883233,dc,200,68.44145415192592
MITCBARMD1,-77.092304,39.036185,dc,200,5.733537323215689
MOLIKARMD1,-76.53508,38.703962,dc,200,39.948575024078835
MONTSUZMD1,-76.799201524,38.995167423,dc,200,18.013656589741288
MORAANGMD1,-76.853080739,39.304516,dc,200,13.821718989410437
MORAJANMD1,-76.464450334,38.997886,dc,200,6.397409309608274
MORRCHRVA1,-77.29872,39.03615,dc,200,1.7718317764232905
MORRJESMD1,-77.006599,38.994577,dc,200,10.69028525671554
MOSMCARMD1,-76.46768,39.09271,dc,200,12.001767722381905
MULLJOYVA1,-77.33961,38.687718,dc,200,13.170821836046427
MURTERIMD1,-77.082134,38.986002,dc,200,12.65374439749861
MUTRCYNMD1,-77.22274,38.984846,dc,200,21.264562969334257
MUTRCYNVA1,-77.222729,38.984842,dc,200,21.451069958350832
MUTRCYNVA2,-77.18272,38.93399,dc,200,40.73944775134798
MYERBRUMD1,-76.983759001,39.024952999999996,dc,200,9.139706705933472
NADSPAUMD1,-76.762432263,38.955848338,dc,200,19.21478213460185
NARADESVA1,-77.795039,38.70968,dc,200,25.14459017319359
NATICATDC1,-77.071838,38.93115,dc,200,48.039123850678486
NATIGALDC1,-77.021388,38.891806,dc,200,64.5844087356063
NAYLMICMD1,-76.795876,39.318023,dc,200,0.8946807421833866
NAYLMICMD2,-76.80688,39.307703,dc,200,4.106036613728517
NELSJIMMD1,-77.119754643,38.995386459,dc,200,17.203060419459717
NEWBCARVA1,-77.32746,38.88929,dc,200,0.2106370711648853
NICHALIMD1,-76.566301136,38.997022,dc,200,3.6343554311902917
NICHSANMD1,-76.70061638,39.242845,dc,200,25.146431992403826
NORTHESMD1,-76.459529,39.631058,dc,200,9.804829292509597
NZPAMAZDC1,-77.047894,38.927652,dc,200,17.04491305485686
NZPAMERDC1,-77.048423,38.92926,dc,200,20.61018514446182
NZPBIRDDC1,-77.051862,38.929578,dc,200,13.329948276140312
NZPEDZODC1,-77.052622,38.931493,dc,200,15.663603525802229
NZPELEPDC1,99999,99999,dc,200,NA
NZPFRONVA1,-78.165394,38.888174,dc,200,22.191919306465312
NZPPARDDC1,-77.046277,38.9261,dc,200,17.438399233893367
NZPSMBCDC1,-77.047647,38.925786,dc,200,12.16916778971535
OBRICHRMD1,-76.92444,39.013420000000004,dc,200,26.253180384585512
ODELVINMD1,-77.066745,39.477325,dc,200,0.6272237364469073
ODELVINMD2,-76.54221,39.086621,dc,200,11.260628217192991
OHAGKEVVA1,-77.299941407,38.825071845,dc,200,33.89021774206086
OLONMARDC1,-77.08421,38.94893,dc,200,36.819596027197164
OMALMADVA1,-77.101973478,38.707739672,dc,200,13.905499422339435
OMLAKEVMD1,-76.731394,38.714152,dc,200,0.10028947036284339
ONTAHOUDC1,-77.04259,38.92559,dc,200,54.32418949036096
OPALDPKMD1,-77.004642,38.98168,dc,200,20.295836830180757
OPPEJANMD1,-76.926282901,39.005031517,dc,200,24.54146842736664
OWENDORVA1,-77.39895,38.848046,dc,200,19.957225892648037
OWENJOHMD1,-76.763676165,39.299355,dc,200,27.25068329009889
OWENKATMD1,-77.146469,39.073258,dc,200,19.41685630189955
PADORAMVA1,-77.103420751,38.785293,dc,200,16.296666254924382
PALPARKDC1,-77.105627,38.924954,dc,200,10.851369599325533
PANCSAMMD1,-77.005752,38.97139,dc,200,20.32512460451929
PATCLORDC1,-77.0354,38.97622,dc,200,21.47429385605928
PATSNADMD1,-76.680715288,39.374438,dc,200,32.12716764249568
PATTPARMD1,-76.58182,39.288508,dc,200,8.746033117069146
PERNMIKMD1,-77.03846,39.31998,dc,200,0.055412558653514445
PERRCHRMD1,-76.54777,39.010404,dc,200,0.514218932146968
PHARAIMMD1,-76.47009,39.017459,dc,200,1.9734925227605866
PHELCLADC1,-77.054930255,38.984049,dc,200,18.3211882293067
PICCLINMD1,-77.030825,39.067279,dc,200,16.950980856517166
PICKCREMD1,-76.126927,38.854629,dc,200,0.2959686419121827
PIROELADC1,-77.08238,38.957433,dc,200,48.7693159550086
POMANAMD1,-77.11837094,39.01247665,dc,200,25.743347750025006
POORLYNMD1,-76.662488,38.754529,dc,200,4.572966007705287
PORTTESMD1,-76.910736,38.94646,dc,200,28.087722534142344
PRICMICMD1,-77.089102414,38.991155181,dc,200,22.25756205973212
RABIANDMD1,-77.23235,39.136871,dc,200,13.524183461860895
RASMANAMD1,-77.143084488,38.974182908,dc,200,6.964443908211779
RAUCDANMD1,-76.816002,38.853814,dc,200,1.0786508604872416
RAUNERIMD2,-76.88507,39.00142,dc,200,21.664117775928947
RAYTIMMD1,99999,99999,dc,200,NA
RCPCG1DC1,-77.05345,38.966516667,dc,200,7.169471509530086
RCPDP1DC1,-77.054286089,38.957769,dc,200,1.0352481326048468
RCPHC1DC1,-77.050323153,38.955604,dc,200,5.883989854960517
RCPHC2DC1,-77.044800487,38.971424,dc,200,0.4043124961459347
RCPKM1DC1,-77.049326016,38.933808,dc,200,10.890523324907958
RCPNC1DC1,-77.051652559,38.958085,dc,200,4.574889986820557
RCPPH1DC1,-77.051133333,38.975316667,dc,200,1.1260687813297874
RCPPH2DC1,-77.048233333,38.9733,dc,200,0
RCPPH3DC1,-77.0448,38.97105,dc,200,0.4017796546319735
RCPPM1DC1,-77.052386835,38.939538,dc,200,10.207725104492543
RCPPM2DC1,-77.052640303,38.936326,dc,200,6.005680568237362
RCPRR1DC1,-77.043366301,38.958069,dc,200,0.6397950237372398
RCPRS1DC1,-77.0414,38.97825,dc,200,0.010669382841352321
RCPSMBCDC1,-77.047404817,38.92557,dc,200,11.477715050605001
RCSVPARMD1,-77.106829,39.112668,dc,200,0.8634556425046548
REEDJENMD1,-77.000502459,38.978850779,dc,200,18.63866284138068
REIKROBMD1,-77.026854,39.249036,dc,200,0.5118489470160829
REILJENMD1,-76.610887,38.897272,dc,200,1.3571325578788145
REIRJEAMD1,-76.545862,39.105331,dc,200,14.725967896360268
REITBOBMD1,-77.02058,38.99424,dc,200,24.06939381451284
REUTSHAMD1,-76.62489,39.283698,dc,200,74.2455112096864
RICEBOBMD1,-76.995652177,38.977546284,dc,200,21.61451335172283
RICHLIBMD1,-76.473826,39.002933,dc,200,2.849942237077839
RIDGHEIDC1,-77.02761801,38.922978635,dc,200,70.59454471126996
ROGHTESMD1,-76.911283,38.94534,dc,200,32.551274879464884
ROHRSALMD1,-76.55349,38.859942,dc,200,0.5778474023590211
ROSAPESMD1,-76.973404,38.965892,dc,200,35.44055035432565
ROTHPAUVA1,-77.23712964,38.888939,dc,200,13.578005644167902
ROTTJEAMD1,-76.757371799,38.994363466,dc,200,27.289161881430037
RUSHCLAMD1,-76.871529406,39.008355782,dc,200,11.398110598552746
RUSSJODMD1,-76.874740157,39.149845,dc,200,14.825402827614905
RUTTJORMD1,-77.054722387,39.076568924,dc,200,17.65366448918029
SALAJENMD1,-77.18059,39.067381,dc,200,22.518410565209123
SALALISMD1,-77.075521172,39.021833794,dc,200,22.04389317087932
SALOSHEMD1,-76.92108,38.92721,dc,200,16.817482709558856
SANFCARMD1,-76.86772,38.759709,dc,200,5.150562224691796
SARGMARMD1,-77.05741,38.99516,dc,200,23.175374681623587
SCHILYDMD1,-77.290863162,39.079726,dc,200,1.4718564563371666
SCHIMARMD1,-77.10883,39.106011,dc,200,2.568526052454604
SCHLROBMD1,-76.81905,39.33631,dc,200,0
SCHOPAUMD1,-76.820832,39.465927,dc,200,14.344766304139046
SCHUDONMD1,-76.501348,38.897933,dc,200,1.9695113538118354
SCHUJENMD1,-76.75629453,38.996091681,dc,200,27.501255670760298
SCOLWENMD1,-76.548078,39.358982,dc,200,28.010065622847893
SEMMLUTMD1,-77.239584,39.050731999999996,dc,200,5.263400130377061
SERCGUEMD1,-76.553137,38.888733,dc,200,0
SEWADIAMD1,-77.22359965,38.996516139,dc,200,6.036884533831013
SHANEDWMD1,-77.153731653,38.985771944,dc,200,8.323989562911434
SHAYSARMD1,-76.650812414,39.205664,dc,200,18.383132655056016
SHEEMARMD1,-76.948867,38.960511,dc,200,31.401941573937567
