siteID,dateVisit,observerVisit,participantEngagement,encounteredBirds,netHours,notesVisit
SCHUDONMD1,2008-07-14,NA,NA,NA,NA,NA
EVANMICMD1,2008-07-15,NA,NA,NA,NA,NA
GARDVALMD1,2008-07-15,NA,NA,NA,NA,NA
CRONCHRVA1,2008-07-15,NA,NA,NA,NA,NA
GOMEKARMD1,2008-07-15,NA,NA,NA,NA,NA
JACKALADC1,2008-07-15,NA,NA,NA,NA,NA
BOONGREMD1,2008-07-16,NA,NA,NA,NA,NA
WILELINMD1,2008-07-16,NA,NA,NA,NA,NA
EGANMARMD1,2008-07-16,NA,NA,NA,NA,NA
DAVIALIVA1,2008-07-17,NA,NA,NA,NA,NA
HULLJEFVA1,2008-07-17,NA,NA,NA,NA,NA
WAPLEESVA1,2008-07-17,NA,NA,NA,NA,NA
SIMOROSVA1,2008-07-18,NA,NA,NA,NA,NA
KESTSABDC1,2008-07-18,NA,NA,NA,NA,NA
ZAMBTRAMD1,2008-07-18,NA,NA,NA,NA,NA
FREYFREMD1,2008-07-18,NA,NA,NA,NA,NA
HUNTDAVMD2,2008-07-18,NA,NA,NA,NA,NA
PATTPARMD1,2008-07-19,NA,NA,NA,NA,NA
LINDHANMD1,2008-07-19,NA,NA,NA,NA,NA
DECHKIMMD2,2008-07-20,NA,NA,NA,NA,NA
EGGELESVA1,2008-07-21,NA,NA,NA,NA,NA
SHAYSARMD1,2008-07-21,NA,NA,NA,NA,NA
FOOSDAVVA1,2008-07-21,NA,NA,NA,NA,NA
ASSMCARMD1,2008-07-21,NA,NA,NA,NA,NA
OLONMARDC1,2008-07-21,NA,NA,NA,NA,NA
NAYLMICMD2,2008-07-21,NA,NA,NA,NA,NA
REITBOBMD1,2008-07-22,NA,NA,NA,NA,NA
LLANMATMD1,2008-07-23,NA,NA,NA,NA,NA
BROWANNDC1,2008-07-23,NA,NA,NA,NA,NA
GALLTERMD1,2008-07-23,NA,NA,NA,NA,NA
NZPAMAZDC1,2008-07-23,NA,NA,NA,NA,NA
NZPFRONVA1,2008-07-24,NA,NA,NA,NA,NA
THOMSUEMD1,2008-07-24,NA,NA,NA,NA,NA
WRIGNOAMD1,2008-07-25,NA,NA,NA,NA,NA
CANTBOBMD1,2008-07-25,NA,NA,NA,NA,NA
DALEELIMD1,2008-07-25,NA,NA,NA,NA,NA
MUTRCYNVA1,2008-07-25,NA,NA,NA,NA,NA
GOCHJOAMD1,2008-07-25,NA,NA,NA,NA,NA
MILLLORVA1,2008-07-26,NA,NA,NA,NA,NA
MULLJOYVA1,2008-07-26,NA,NA,NA,NA,NA
YOUNKIMVA1,2008-07-27,NA,NA,NA,NA,NA
LANGANKVA1,2008-07-27,NA,NA,NA,NA,NA
FORCBREVA1,2008-07-28,NA,NA,NA,NA,NA
FUISLISVA1,2008-07-28,NA,NA,NA,NA,NA
WIEBFRAMD1,2008-07-28,NA,NA,NA,NA,NA
MARRPETMD2,2008-07-29,NA,NA,NA,NA,NA
ODELVINMD2,2008-07-30,NA,NA,NA,NA,NA
OWENDORVA1,2008-07-30,NA,NA,NA,NA,NA
MORAJANMD1,2008-08-04,NA,NA,NA,NA,NA
MANNJANDC1,2009-03-15,NA,NA,NA,NA,NA
NZPAMAZDC1,2009-04-30,NA,NA,NA,NA,NA
NZPEDZODC1,2009-05-02,NA,NA,NA,NA,NA
STANJEFMD1,2009-05-07,NA,NA,NA,NA,NA
PERRCHRMD1,2009-05-08,NA,NA,NA,NA,NA
REITBOBMD1,2009-05-10,NA,NA,NA,NA,NA
RAUNERIMD1,2009-05-11,NA,NA,NA,NA,NA
CAMPGLOMD1,2009-05-12,NA,NA,NA,NA,NA
STEWBETMD1,2009-05-13,NA,NA,NA,NA,NA
NICHSANMD1,2009-05-14,NA,NA,NA,NA,NA
SCHLROBMD1,2009-05-15,NA,NA,NA,NA,NA
ZAMBTRAMD1,2009-05-15,NA,NA,NA,NA,NA
JACOSYDMD1,2009-05-16,NA,NA,NA,NA,NA
BOONGREMD1,2009-05-18,NA,NA,NA,NA,NA
EGANMARMD1,2009-05-18,NA,NA,NA,NA,NA
MOSMCARMD1,2009-05-19,NA,NA,NA,NA,NA
WOODPAUVA1,2009-05-19,NA,NA,NA,NA,NA
PANCSAMMD1,2009-05-20,NA,NA,NA,NA,NA
DANIBARMD2,2009-05-20,NA,NA,NA,NA,NA
FARYSIMMD1,2009-05-20,NA,NA,NA,NA,NA
SIMOROSVA1,2009-05-21,NA,NA,NA,NA,NA
ANDEMIKMD1,2009-05-21,NA,NA,NA,NA,NA
BALAELEMD1,2009-05-21,NA,NA,NA,NA,NA
BEALTOMMD1,2009-05-22,NA,NA,NA,NA,NA
BARNDORMD1,2009-05-22,NA,NA,NA,NA,NA
NEWBCARVA1,2009-05-22,NA,NA,NA,NA,NA
MORRJESMD1,2009-05-23,NA,NA,NA,NA,NA
WIKACORMD1,2009-05-23,NA,NA,NA,NA,NA
BURDROBVA1,2009-05-25,NA,NA,NA,NA,NA
SPEYPAUMD1,2009-05-27,NA,NA,NA,NA,NA
BRENSTEMD1,2009-05-27,NA,NA,NA,NA,NA
HULLJEFVA1,2009-05-27,NA,NA,NA,NA,NA
HUNTDAVMD2,2009-05-27,NA,NA,NA,NA,NA
BRIGKIMMD1,2009-05-28,NA,NA,NA,NA,NA
GIESALLVA1,2009-05-28,NA,NA,NA,NA,NA
ANDRKENVA1,2009-05-28,NA,NA,NA,NA,NA
ASSMCARMD1,2009-05-28,NA,NA,NA,NA,NA
TINIKATMD1,2009-05-29,NA,NA,NA,NA,NA
COLSKATMD1,2009-05-29,NA,NA,NA,NA,NA
CAMPROSMD1,2009-05-29,NA,NA,NA,NA,NA
GECACARVA1,2009-05-30,NA,NA,NA,NA,NA
FISHFERVA1,2009-05-30,NA,NA,NA,NA,NA
JACOAMYMD1,2009-05-31,NA,NA,NA,NA,NA
LUCIDANMD1,2009-06-01,NA,NA,NA,NA,NA
MAHOJIMMD1,2009-06-01,NA,NA,NA,NA,NA
COULMARMD1,2009-06-01,NA,NA,NA,NA,NA
KEYESUSMD1,2009-06-02,NA,NA,NA,NA,NA
FORCBREVA1,2009-06-02,NA,NA,NA,NA,NA
JAKOELVVA1,2009-06-02,NA,NA,NA,NA,NA
TAYLOESVA1,2009-06-03,NA,NA,NA,NA,NA
LIEBJUDMD1,2009-06-03,NA,NA,NA,NA,NA
MORAANGMD1,2009-06-04,NA,NA,NA,NA,NA
KORRHARMD1,2009-06-04,NA,NA,NA,NA,NA
HAMIMARMD1,2009-06-06,NA,NA,NA,NA,NA
SANFCARMD1,2009-06-06,NA,NA,NA,NA,NA
DAVIKELVA1,2009-06-06,NA,NA,NA,NA,NA
GALLTERMD1,2009-06-06,NA,NA,NA,NA,NA
BUISNORVA1,2009-06-07,NA,NA,NA,NA,NA
JEWELIBMD1,2009-06-08,NA,NA,NA,NA,NA
KINDFARMD1,2009-06-08,NA,NA,NA,NA,NA
SUBRSTEMD1,2009-06-08,NA,NA,NA,NA,NA
THOMSUEMD1,2009-06-08,NA,NA,NA,NA,NA
CAUSSUSMD1,2009-06-08,NA,NA,NA,NA,NA
MORAJANMD1,2009-06-09,NA,NA,NA,NA,NA
KAMILEIVA1,2009-06-10,NA,NA,NA,NA,NA
GARDVALMD1,2009-06-10,NA,NA,NA,NA,NA
MUTRCYNVA1,2009-06-10,NA,NA,NA,NA,NA
MEGOPATMD2,2009-06-10,NA,NA,NA,NA,NA
ODELVINMD2,2009-06-11,NA,NA,NA,NA,NA
FUISLISVA1,2009-06-11,NA,NA,NA,NA,NA
JACKALADC1,2009-06-11,NA,NA,NA,NA,NA
GOCHJOAMD1,2009-06-12,NA,NA,NA,NA,NA
CLARKELMD1,2009-06-12,NA,NA,NA,NA,NA
DONOLORDC1,2009-06-12,NA,NA,NA,NA,NA
BALASUCMD1,2009-06-12,NA,NA,NA,NA,NA
SOLLCHRMD1,2009-06-12,NA,NA,NA,NA,NA
GOROCARDC1,2009-06-13,NA,NA,NA,NA,NA
GRIFBETDC1,2009-06-13,NA,NA,NA,NA,NA
DAVIALIVA1,2009-06-13,NA,NA,NA,NA,NA
EVANMICMD1,2009-06-14,NA,NA,NA,NA,NA
SOLIAPRMD1,2009-06-14,NA,NA,NA,NA,NA
WRIGVENMD1,2009-06-15,NA,NA,NA,NA,NA
BAINANDMD1,2009-06-15,NA,NA,NA,NA,NA
LORAJORMD1,2009-06-15,NA,NA,NA,NA,NA
MCCOJOHMD1,2009-06-16,NA,NA,NA,NA,NA
MANNJANDC1,2009-06-16,NA,NA,NA,NA,NA
MCDOELIVA1,2009-06-16,NA,NA,NA,NA,NA
WILELINMD1,2009-06-16,NA,NA,NA,NA,NA
PATSNADMD1,2009-06-17,NA,NA,NA,NA,NA
BURNNANMD1,2009-06-17,NA,NA,NA,NA,NA
NZPAMAZDC1,2009-06-17,NA,NA,NA,NA,NA
WOODELEVA1,2009-06-19,NA,NA,NA,NA,NA
HITCHBJMD1,2009-06-19,NA,NA,NA,NA,NA
GALLMONVA1,2009-06-19,NA,NA,NA,NA,NA
LUCAJILMD1,2009-06-19,NA,NA,NA,NA,NA
DECHKIMMD2,2009-06-20,NA,NA,NA,NA,NA
LANDCELVA1,2009-06-20,NA,NA,NA,NA,NA
LEONTESDC1,2009-06-21,NA,NA,NA,NA,NA
MCKEANNVA1,2009-06-22,NA,NA,NA,NA,NA
SHAYSARMD1,2009-06-22,NA,NA,NA,NA,NA
MILLJOEMD1,2009-06-22,NA,NA,NA,NA,NA
DELUKARVA1,2009-06-22,NA,NA,NA,NA,NA
SALOSHEMD1,2009-06-22,NA,NA,NA,NA,NA
CANTBOBMD1,2009-06-23,NA,NA,NA,NA,NA
LYONLYNVA1,2009-06-23,NA,NA,NA,NA,NA
BLOCDAVMD1,2009-06-23,NA,NA,NA,NA,NA
LINDHANMD1,2009-06-23,NA,NA,NA,NA,NA
VONGJENMD1,2009-06-23,NA,NA,NA,NA,NA
GAETHEAMD1,2009-06-24,NA,NA,NA,NA,NA
CONAGAIMD1,2009-06-24,NA,NA,NA,NA,NA
MAZUJENMD1,2009-06-24,NA,NA,NA,NA,NA
NZPAMAZDC1,2009-06-24,NA,NA,NA,NA,NA
MISSEDDC1,2009-06-25,NA,NA,NA,NA,NA
URBABETMD1,2009-06-25,NA,NA,NA,NA,NA
PHARAIMMD1,2009-06-25,NA,NA,NA,NA,NA
MCCAKEVMD1,2009-06-25,NA,NA,NA,NA,NA
BLANBETMD1,2009-06-26,NA,NA,NA,NA,NA
LANGANKVA1,2009-06-26,NA,NA,NA,NA,NA
ONTAHOUDC1,2009-06-26,NA,NA,NA,NA,NA
HUTCBARVA1,2009-06-26,NA,NA,NA,NA,NA
WARDDOUVA1,2009-06-28,NA,NA,NA,NA,NA
NICHALIMD1,2009-06-28,NA,NA,NA,NA,NA
PHELCLADC1,2009-06-29,NA,NA,NA,NA,NA
DRAKBERMD1,2009-06-29,NA,NA,NA,NA,NA
SULLPAUVA1,2009-06-29,NA,NA,NA,NA,NA
MILLPAUMD1,2009-06-29,NA,NA,NA,NA,NA
TATEJUAMD1,2009-06-29,NA,NA,NA,NA,NA
OWENJOHMD1,2009-06-30,NA,NA,NA,NA,NA
REUTSHAMD1,2009-06-30,NA,NA,NA,NA,NA
BROWANNDC1,2009-06-30,NA,NA,NA,NA,NA
OBRICHRMD1,2009-06-30,NA,NA,NA,NA,NA
WILLTINVA1,2009-06-30,NA,NA,NA,NA,NA
YOUNELIMD1,2009-07-01,NA,NA,NA,NA,NA
OLONMARDC1,2009-07-01,NA,NA,NA,NA,NA
CAMPLIBMD1,2009-07-02,NA,NA,NA,NA,NA
WILDANNVA1,2009-07-02,NA,NA,NA,NA,NA
VERSBETMD1,2009-07-02,NA,NA,NA,NA,NA
WILLTINVA1,2009-07-02,NA,NA,NA,NA,NA
PADORAMVA1,2009-07-02,NA,NA,NA,NA,NA
WILLRAJMD1,2009-07-03,NA,NA,NA,NA,NA
SCHILYDMD1,2009-07-03,NA,NA,NA,NA,NA
WARDDOUVA1,2009-07-03,NA,NA,NA,NA,NA
STURCARMD1,2009-07-03,NA,NA,NA,NA,NA
PERNMIKMD1,2009-07-03,NA,NA,NA,NA,NA
WISECELMD1,2009-07-05,NA,NA,NA,NA,NA
MORRCHRVA1,2009-07-05,NA,NA,NA,NA,NA
MORRCHRVA1,2009-07-06,NA,NA,NA,NA,NA
FREYFREMD1,2009-07-06,NA,NA,NA,NA,NA
WILLCYNVA1,2009-07-07,NA,NA,NA,NA,NA
PICKCREMD1,2009-07-07,NA,NA,NA,NA,NA
NZPSMBCDC1,2009-07-07,NA,NA,NA,NA,NA
GELLNERMD1,2009-07-08,NA,NA,NA,NA,NA
CONNBARMD1,2009-07-08,NA,NA,NA,NA,NA
WHITLAUDC1,2009-07-08,NA,NA,NA,NA,NA
NZPSMBCDC1,2009-07-08,NA,NA,NA,NA,NA
CORCJOEMD2,2009-07-09,NA,NA,NA,NA,NA
STORPATMD1,2009-07-09,NA,NA,NA,NA,NA
SALAJENMD1,2009-07-09,NA,NA,NA,NA,NA
UNGELAUDC1,2009-07-09,NA,NA,NA,NA,NA
DALEELIMD1,2009-07-10,NA,NA,NA,NA,NA
EGGELESVA1,2009-07-10,NA,NA,NA,NA,NA
KESTSABDC1,2009-07-11,NA,NA,NA,NA,NA
VOSSCOLVA1,2009-07-11,NA,NA,NA,NA,NA
SCHIMARMD1,2009-07-11,NA,NA,NA,NA,NA
MULLJOYVA1,2009-07-11,NA,NA,NA,NA,NA
NAYLMICMD2,2009-07-11,NA,NA,NA,NA,NA
WALKPATVA1,2009-07-12,NA,NA,NA,NA,NA
STUECHRVA1,2009-07-12,NA,NA,NA,NA,NA
TRAUPATVA1,2009-07-13,NA,NA,NA,NA,NA
KNIGSALVA1,2009-07-13,NA,NA,NA,NA,NA
BARBJERMD1,2009-07-13,NA,NA,NA,NA,NA
WILLTERMD1,2009-07-13,NA,NA,NA,NA,NA
HAWNJANVA1,2009-07-14,NA,NA,NA,NA,NA
WIEBFRAMD1,2009-07-14,NA,NA,NA,NA,NA
SILLSCOMD1,2009-07-14,NA,NA,NA,NA,NA
CARLSHIMD1,2009-07-15,NA,NA,NA,NA,NA
WAPLEESVA1,2009-07-15,NA,NA,NA,NA,NA
EDEREDWVA1,2009-07-16,NA,NA,NA,NA,NA
MCKEJANMD1,2009-07-16,NA,NA,NA,NA,NA
WATSPATDC1,2009-07-16,NA,NA,NA,NA,NA
THOMMARDC1,2009-07-17,NA,NA,NA,NA,NA
MYERBRUMD1,2009-07-17,NA,NA,NA,NA,NA
MOLIKARMD1,2009-07-17,NA,NA,NA,NA,NA
GERYERIMD1,2009-07-17,NA,NA,NA,NA,NA
SILLSCOMD1,2009-07-17,NA,NA,NA,NA,NA
JACOMERMD1,2009-07-18,NA,NA,NA,NA,NA
GIRAANGMD1,2009-07-18,NA,NA,NA,NA,NA
MCCOCHRMD1,2009-07-20,NA,NA,NA,NA,NA
HOROBONVA1,2009-07-20,NA,NA,NA,NA,NA
NZPEDZODC1,2009-07-20,NA,NA,NA,NA,NA
WOLFAMYDC1,2009-07-20,NA,NA,NA,NA,NA
SHEEMARMD1,2009-07-21,NA,NA,NA,NA,NA
FAGABERMD1,2009-07-21,NA,NA,NA,NA,NA
BAUGSHEVA1,2009-07-21,NA,NA,NA,NA,NA
OWENDORVA1,2009-07-22,NA,NA,NA,NA,NA
RUSSJODMD1,2009-07-23,NA,NA,NA,NA,NA
MARRPETMD2,2009-07-23,NA,NA,NA,NA,NA
BROWANNMD1,2009-07-24,NA,NA,NA,NA,NA
CYRUALLMD1,2009-07-25,NA,NA,NA,NA,NA
PATTPARMD1,2009-07-25,NA,NA,NA,NA,NA
SARGMARMD1,2009-07-25,NA,NA,NA,NA,NA
HESSNATVA1,2009-07-26,NA,NA,NA,NA,NA
YOUNKIMVA1,2009-07-26,NA,NA,NA,NA,NA
BURRANDMD2,2009-07-27,NA,NA,NA,NA,NA
PIROELADC1,2009-07-27,NA,NA,NA,NA,NA
LAFOMELVA1,2009-07-27,NA,NA,NA,NA,NA
CRONCHRVA1,2009-07-28,NA,NA,NA,NA,NA
REITBOBMD1,2009-07-28,NA,NA,NA,NA,NA
WOLFKARDC1,2009-07-29,NA,NA,NA,NA,NA
MCNAKRIMD1,2009-07-29,NA,NA,NA,NA,NA
ROHRSALMD1,2009-07-30,NA,NA,NA,NA,NA
ROTHPAUVA1,2009-07-31,NA,NA,NA,NA,NA
OLONMARDC1,2010-03-15,NA,NA,NA,NA,NA
FREYFREMD1,2010-03-15,NA,NA,NA,NA,NA
NZPEDZODC1,2010-04-17,NA,NA,NA,NA,NA
THOMMARDC1,2010-05-04,NA,NA,NA,NA,NA
GOROCARDC1,2010-05-05,NA,NA,NA,NA,NA
WIEBFRAMD1,2010-05-06,NA,NA,NA,NA,NA
SOLLCHRMD1,2010-05-07,NA,NA,NA,NA,NA
VONGJENMD1,2010-05-10,NA,NA,NA,NA,NA
ZAMBTRAMD1,2010-05-11,NA,NA,NA,NA,NA
FAGABERMD1,2010-05-12,NA,NA,NA,NA,NA
EVANMICMD1,2010-05-13,NA,NA,NA,NA,NA
LEONTESDC1,2010-05-13,NA,NA,NA,NA,NA
BARNDORMD1,2010-05-14,NA,NA,NA,NA,NA
MARRPETMD2,2010-05-14,NA,NA,NA,NA,NA
KESTSABDC1,2010-05-15,NA,NA,NA,NA,NA
FARYSIMMD1,2010-05-15,NA,NA,NA,NA,NA
SCHIMARMD1,2010-05-19,NA,NA,NA,NA,NA
BROWANNDC1,2010-05-19,NA,NA,NA,NA,NA
BAINANDMD1,2010-05-20,NA,NA,NA,NA,NA
WOLFAMYDC1,2010-05-20,NA,NA,NA,NA,NA
CAMPGLOMD1,2010-05-21,NA,NA,NA,NA,NA
OLONMARDC1,2010-05-21,NA,NA,NA,NA,NA
GOCHJOAMD1,2010-05-22,NA,NA,NA,NA,NA
LINDHANMD1,2010-05-22,NA,NA,NA,NA,NA
SHEEMARMD1,2010-05-24,NA,NA,NA,NA,NA
FUISLISVA1,2010-05-24,NA,NA,NA,NA,NA
GARDVALMD1,2010-05-25,NA,NA,NA,NA,NA
JACKALADC1,2010-05-25,NA,NA,NA,NA,NA
SUBRSTEMD1,2010-05-26,NA,NA,NA,NA,NA
KINDFARMD1,2010-05-26,NA,NA,NA,NA,NA
JEWELIBMD1,2010-05-27,NA,NA,NA,NA,NA
LYONLYNVA1,2010-05-27,NA,NA,NA,NA,NA
LIEBJUDMD1,2010-05-27,NA,NA,NA,NA,NA
GIRAANGMD1,2010-05-28,NA,NA,NA,NA,NA
BALASUCMD1,2010-05-28,NA,NA,NA,NA,NA
VERSBETMD1,2010-05-29,NA,NA,NA,NA,NA
BUISNORVA1,2010-05-29,NA,NA,NA,NA,NA
FREYFREMD1,2010-05-29,NA,NA,NA,NA,NA
STURCARMD1,2010-06-01,NA,NA,NA,NA,NA
CRONCHRVA1,2010-06-01,NA,NA,NA,NA,NA
COWLANDMD1,2010-06-01,NA,NA,NA,NA,NA
MCCOCHRMD1,2010-06-01,NA,NA,NA,NA,NA
VERSBETMD1,2010-06-01,NA,NA,NA,NA,NA
KNIGSALVA1,2010-06-01,NA,NA,NA,NA,NA
FREYFREMD1,2010-06-01,NA,NA,NA,NA,NA
CAMPLIBMD1,2010-06-02,NA,NA,NA,NA,NA
JAKOELVVA1,2010-06-02,NA,NA,NA,NA,NA
NZPSMBCDC1,2010-06-02,NA,NA,NA,NA,NA
FORCBREVA1,2010-06-03,NA,NA,NA,NA,NA
MILLJOEMD1,2010-06-03,NA,NA,NA,NA,NA
BOONGREMD1,2010-06-04,NA,NA,NA,NA,NA
ROHRSALMD1,2010-06-04,NA,NA,NA,NA,NA
LANDCELVA1,2010-06-04,NA,NA,NA,NA,NA
WARDDOUVA1,2010-06-05,NA,NA,NA,NA,NA
STUECHRVA2,2010-06-05,NA,NA,NA,NA,NA
STEWBETMD1,2010-06-05,NA,NA,NA,NA,NA
MORRJESMD1,2010-06-06,NA,NA,NA,NA,NA
WOODPAUVA1,2010-06-06,NA,NA,NA,NA,NA
WILDANNVA1,2010-06-07,NA,NA,NA,NA,NA
MORRJESMD1,2010-06-07,NA,NA,NA,NA,NA
CARLSHIMD1,2010-06-07,NA,NA,NA,NA,NA
MISSEDDC1,2010-06-07,NA,NA,NA,NA,NA
JACOSYDMD1,2010-06-07,NA,NA,NA,NA,NA
WHITLAUDC1,2010-06-08,NA,NA,NA,NA,NA
YOUNKIMVA1,2010-06-08,NA,NA,NA,NA,NA
SALOSHEMD1,2010-06-08,NA,NA,NA,NA,NA
LAFOMELVA1,2010-06-08,NA,NA,NA,NA,NA
MULLJOYVA1,2010-06-09,NA,NA,NA,NA,NA
SANFCARMD1,2010-06-09,NA,NA,NA,NA,NA
OWENJOHMD1,2010-06-10,NA,NA,NA,NA,NA
OWENDORVA1,2010-06-10,NA,NA,NA,NA,NA
COLALISMD1,2010-06-10,NA,NA,NA,NA,NA
WRIGVENMD1,2010-06-11,NA,NA,NA,NA,NA
DALEELIMD1,2010-06-11,NA,NA,NA,NA,NA
WATSPATDC1,2010-06-11,NA,NA,NA,NA,NA
WILELINMD1,2010-06-11,NA,NA,NA,NA,NA
JACOMERMD1,2010-06-12,NA,NA,NA,NA,NA
SARGMARMD1,2010-06-12,NA,NA,NA,NA,NA
ASSMCARMD1,2010-06-12,NA,NA,NA,NA,NA
EGANMARMD1,2010-06-12,NA,NA,NA,NA,NA
ASSMCARMD1,2010-06-14,NA,NA,NA,NA,NA
KAMILEIVA1,2010-06-14,NA,NA,NA,NA,NA
WISECELMD1,2010-06-14,NA,NA,NA,NA,NA
TAYLOESVA1,2010-06-15,NA,NA,NA,NA,NA
BURDROBVA1,2010-06-16,NA,NA,NA,NA,NA
PHARAIMMD1,2010-06-16,NA,NA,NA,NA,NA
MARRPETMD2,2010-06-16,NA,NA,NA,NA,NA
WATSPATDC1,2010-06-17,NA,NA,NA,NA,NA
GELLNERMD1,2010-06-17,NA,NA,NA,NA,NA
YOUNELIMD1,2010-06-17,NA,NA,NA,NA,NA
SALAJENMD1,2010-06-18,NA,NA,NA,NA,NA
MYERBRUMD1,2010-06-18,NA,NA,NA,NA,NA
HULLJEFVA1,2010-06-18,NA,NA,NA,NA,NA
NEWBCARVA1,2010-06-19,NA,NA,NA,NA,NA
LANGANKVA1,2010-06-19,NA,NA,NA,NA,NA
HOROBONVA1,2010-06-21,NA,NA,NA,NA,NA
GAETHEAMD1,2010-06-21,NA,NA,NA,NA,NA
MCNAKRIMD1,2010-06-21,NA,NA,NA,NA,NA
PERNMIKMD1,2010-06-21,NA,NA,NA,NA,NA
MUTRCYNVA1,2010-06-22,NA,NA,NA,NA,NA
EDEREDWVA1,2010-06-22,NA,NA,NA,NA,NA
TATEJUAMD1,2010-06-22,NA,NA,NA,NA,NA
CONAGAIMD1,2010-06-23,NA,NA,NA,NA,NA
DAVIKELVA1,2010-06-23,NA,NA,NA,NA,NA
HUTCBARVA1,2010-06-23,NA,NA,NA,NA,NA
MAZUJENMD1,2010-06-23,NA,NA,NA,NA,NA
NAYLMICMD1,2010-06-24,NA,NA,NA,NA,NA
SILLSCOMD1,2010-06-24,NA,NA,NA,NA,NA
GALLMONVA1,2010-06-25,NA,NA,NA,NA,NA
BROWANNMD1,2010-06-25,NA,NA,NA,NA,NA
CLARCOLDC1,2010-06-25,NA,NA,NA,NA,NA
DECHKIMMD2,2010-06-26,NA,NA,NA,NA,NA
DAVIALIVA1,2010-06-26,NA,NA,NA,NA,NA
ODELVINMD2,2010-06-28,NA,NA,NA,NA,NA
MILLLORVA1,2010-06-28,NA,NA,NA,NA,NA
SINGDADMD1,2010-06-28,NA,NA,NA,NA,NA
WILLTERMD1,2010-06-28,NA,NA,NA,NA,NA
WILLTINVA1,2010-06-29,NA,NA,NA,NA,NA
LUCAJILMD1,2010-06-29,NA,NA,NA,NA,NA
MCCAKEVMD1,2010-06-29,NA,NA,NA,NA,NA
COLSKATMD1,2010-06-30,NA,NA,NA,NA,NA
STANJEFMD1,2010-06-30,NA,NA,NA,NA,NA
WOODPAUVA1,2010-06-30,NA,NA,NA,NA,NA
MORRCHRVA1,2010-06-30,NA,NA,NA,NA,NA
NZPEDZODC1,2010-07-01,NA,NA,NA,NA,NA
MANNJANDC1,2010-07-01,NA,NA,NA,NA,NA
OBRICHRMD1,2010-07-01,NA,NA,NA,NA,NA
PADORAMVA1,2010-07-01,NA,NA,NA,NA,NA
EGGELESVA1,2010-07-02,NA,NA,NA,NA,NA
GECACARVA1,2010-07-02,NA,NA,NA,NA,NA
BARBJERMD1,2010-07-02,NA,NA,NA,NA,NA
SOLIAPRMD1,2010-07-03,NA,NA,NA,NA,NA
MOLIKARMD1,2010-07-03,NA,NA,NA,NA,NA
FISHFERVA1,2010-07-03,NA,NA,NA,NA,NA
WOODPAUVA1,2010-07-03,NA,NA,NA,NA,NA
REITBOBMD1,2010-07-06,NA,NA,NA,NA,NA
DELUKARVA1,2010-07-06,NA,NA,NA,NA,NA
HAWNJANVA1,2010-07-07,NA,NA,NA,NA,NA
WOODELEVA1,2010-07-07,NA,NA,NA,NA,NA
BLOCDAVMD1,2010-07-07,NA,NA,NA,NA,NA
PERRCHRMD1,2010-07-07,NA,NA,NA,NA,NA
TINIKATMD1,2010-07-08,NA,NA,NA,NA,NA
SULLPAUVA1,2010-07-09,NA,NA,NA,NA,NA
KEYESUSMD1,2010-07-09,NA,NA,NA,NA,NA
FOOSDAVVA1,2010-07-12,NA,NA,NA,NA,NA
MAHOJIMMD1,2010-07-12,NA,NA,NA,NA,NA
SCHLROBMD1,2010-07-12,NA,NA,NA,NA,NA
HUNTDAVMD2,2010-07-12,NA,NA,NA,NA,NA
HAMIMARMD1,2010-07-13,NA,NA,NA,NA,NA
JACOAMYMD1,2010-07-13,NA,NA,NA,NA,NA
BEALTOMMD1,2010-07-13,NA,NA,NA,NA,NA
TRAUPATVA2,2010-07-13,NA,NA,NA,NA,NA
VOSSCOLVA1,2010-07-14,NA,NA,NA,NA,NA
GERYERIMD1,2010-07-14,NA,NA,NA,NA,NA
GALLTERMD1,2010-07-14,NA,NA,NA,NA,NA
DANIBARMD2,2010-07-15,NA,NA,NA,NA,NA
BURNNANMD1,2010-07-15,NA,NA,NA,NA,NA
HITCHBJMD1,2010-07-16,NA,NA,NA,NA,NA
MEGOPATMD2,2010-07-16,NA,NA,NA,NA,NA
BLANBETMD1,2010-07-16,NA,NA,NA,NA,NA
MCDOELIVA1,2010-07-17,NA,NA,NA,NA,NA
GRIFBETDC1,2010-07-20,NA,NA,NA,NA,NA
KORRHARMD1,2010-07-20,NA,NA,NA,NA,NA
ANDRKENVA1,2010-07-20,NA,NA,NA,NA,NA
ONTAHOUDC1,2010-07-20,NA,NA,NA,NA,NA
BRENSTEMD1,2010-07-21,NA,NA,NA,NA,NA
BRIGKIMMD1,2010-07-21,NA,NA,NA,NA,NA
PIROELADC1,2010-07-21,NA,NA,NA,NA,NA
GOMEKARMD1,2010-07-22,NA,NA,NA,NA,NA
CAHAGABMD1,2010-07-23,NA,NA,NA,NA,NA
WAPLEESVA1,2010-07-23,NA,NA,NA,NA,NA
MOSMCARMD1,2010-07-24,NA,NA,NA,NA,NA
RAUNERIMD1,2010-07-26,NA,NA,NA,NA,NA
CAUSSUSMD1,2010-07-26,NA,NA,NA,NA,NA
WOLFKARDC1,2010-07-27,NA,NA,NA,NA,NA
PICKCREMD1,2010-07-27,NA,NA,NA,NA,NA
CAMPROSMD1,2010-07-27,NA,NA,NA,NA,NA
WILLRAJMD1,2010-07-28,NA,NA,NA,NA,NA
KRAMPAUMD1,2010-07-28,NA,NA,NA,NA,NA
