siteIDForayCountUnbanded,dateForayCountUnbanded,sppForayCountUnbanded,countForayCountUnbanded
PROWGARFL1,2017-03-30,CACH,5
PROWGARFL1,2017-03-30,CARW,3
PROWGARFL1,2017-03-30,NOCA,13
PROWGARFL1,2017-03-30,TUTI,4
RAUNERIMD2,2016-07-18,CACH,3
RAUNERIMD2,2016-07-18,NOCA,5
RAUNERIMD2,2016-07-18,CARW,5
RAUNERIMD2,2016-07-18,TUTI,2
RAUNERIMD2,2016-07-18,AMRO,2
RAUNERIMD2,2016-07-18,GRCA,2
RAUNERIMD2,2017-06-03,SOSP,2
RAUNERIMD2,2017-06-03,NOCA,10
RAUNERIMD2,2017-06-03,CARW,2
RAUNERIMD2,2017-06-03,HOWR,2
RAUNERIMD2,2017-06-03,CACH,3
RAUNERIMD2,2017-06-03,GRCA,1
REIDLOLMA1,2017-07-20,AMRO,6
REIDLOLMA1,2017-07-20,BCCH,0
REIDLOLMA1,2017-07-20,CARW,0
REIDLOLMA1,2017-07-20,GRCA,0
REIDLOLMA1,2017-07-20,HOWR,0
REIDLOLMA1,2017-07-20,NOCA,1
REIDLOLMA1,2017-07-20,SOSP,1
REIDLOLMA1,2016-06-08,AMRO,12
REIDLOLMA1,2016-06-08,BCCH,0
REIDLOLMA1,2016-06-08,CARW,0
REIDLOLMA1,2016-06-08,GRCA,2
REIDLOLMA1,2016-06-08,HOWR,1
REIDLOLMA1,2016-06-08,NOCA,2
REIDLOLMA1,2016-06-08,SOSP,1
REITBOBMD1,2017-06-19,AMRO,24
REITBOBMD1,2017-06-19,SOSP,14
REITBOBMD1,2017-06-19,GRCA,5
REITBOBMD1,2017-06-19,CACH,1
REITBOBMD1,2017-06-19,NOCA,3
REITBOBMD1,2017-06-19,CARW,3
REITBOBMD1,2017-06-19,HOWR,5
REITBOBMD1,2017-06-19,NOMO,3
RESIMARPA1,2017-05-18,CARW,0
RESIMARPA1,2017-05-18,HOWR,4
RESIMARPA1,2017-05-18,NOCA,8
RESIMARPA1,2017-05-18,SOSP,15
REUTSHAMD1,2016-07-08,AMRO,12
REUTSHAMD1,2016-07-08,CARW,0
REUTSHAMD1,2016-07-08,GRCA,3
REUTSHAMD1,2016-07-08,NOCA,0
REUTSHAMD1,2016-07-08,NOMO,4
RICEMICPA1,2017-06-27,AMRO,3
RICEMICPA1,2017-06-27,CACH,4
RICHALMA1,2016-06-07,SOSP,5
RICHALMA1,2016-06-07,NOCA,1
RICHALMA1,2016-06-07,GRCA,1
RICHALMA1,2016-06-07,EAPH,1
RICHALMA1,2016-06-07,BCCH,0
RICHALMA1,2016-06-07,AMRO,9
RICHALMA1,2017-06-28,AMRO,7
RICHALMA1,2017-06-28,BCCH,1
RICHALMA1,2017-06-28,GRCA,1
RICHALMA1,2017-06-28,NOCA,1
RICHALMA1,2017-06-28,SOSP,2
RIGAMARPA1,2016-07-20,NOCA,1
RIGAMARPA1,2016-07-20,SOSP,2
RIGAMARPA1,2017-07-05,SOSP,3
RIGAMARPA1,2017-07-05,AMRO,5
RIGAMARPA1,2017-07-05,NOCA,2
RIGAMARPA1,2017-07-05,CACH,1
RINADAVMA1,2016-07-10,AMRO,9
RINADAVMA1,2016-07-10,BCCH,1
RINADAVMA1,2016-07-10,GRCA,1
RINADAVMA1,2016-07-10,SOSP,0
RINADAVMA1,2017-06-27,AMRO,19
RINADAVMA1,2017-06-27,BCCH,0
RINADAVMA1,2017-06-27,GRCA,5
RINADAVMA1,2017-06-27,SOSP,1
RIVEPATGA2,2017-05-27,AMRO,3
RIVEPATGA2,2017-05-27,NOMO,2
RIVEPATGA2,2017-05-27,NOCA,16
RIVEPATGA2,2017-05-27,CACH,2
RIVEPATGA2,2017-05-27,TUTI,2
ROBELINNC1,2017-06-07,CACH,6
ROBELINNC1,2017-06-07,GRCA,13
ROBELINNC1,2017-06-07,HOWR,3
ROBELINNC1,2017-06-07,NOCA,11
ROBELINNC1,2017-06-07,SOSP,10
ROBELINNC1,2016-05-18,CACH,5
ROBELINNC1,2016-05-18,GRCA,5
ROBELINNC1,2016-05-18,NOCA,8
ROBELINNC1,2016-05-18,SOSP,4
ROBIRONFL1,2016-04-06,CARW,6
ROBIRONFL1,2016-04-06,NOCA,7
ROBIRONFL1,2017-04-24,CACH,7
ROBIRONFL1,2017-04-24,CARW,4
ROBIRONFL1,2017-04-24,NOCA,22
ROBIRONFL1,2017-04-24,TUTI,5
ROBISCOFL1,2016-06-08,CACH,2
ROBISCOFL1,2016-06-08,CARW,2
ROBISCOFL1,2016-06-08,NOCA,11
ROBISCOFL1,2016-06-08,TUTI,3
ROBISCOFL1,2017-06-08,CACH,7
ROBISCOFL1,2017-06-08,CARW,3
ROBISCOFL1,2017-06-08,NOCA,13
ROBISCOFL1,2017-06-08,TUTI,4
ROGEANDMA1,2017-07-19,AMRO,1
ROGEANDMA1,2017-07-19,BCCH,3
ROGEANDMA1,2017-07-19,GRCA,3
ROGEANDMA1,2017-07-19,HOWR,2
ROGEANDMA1,2017-07-19,SOSP,5
ROGEANDMA1,2016-07-18,BCCH,3
ROGEANDMA1,2016-07-18,GRCA,1
ROGEANDMA1,2016-07-18,HOWR,2
ROGEANDMA1,2016-07-18,SOSP,3
ROHRSALMD1,2016-06-22,TUTI,2
ROHRSALMD1,2016-06-22,CACH,1
ROHRSALMD1,2016-06-22,CARW,1
ROHRSALMD1,2016-06-22,NOCA,1
ROHRSALMD1,2016-06-22,AMRO,0
ROHRSALMD1,2016-06-22,GRCA,0
ROHRSALMD1,2016-06-22,SOSP,0
ROHRSALMD1,2016-06-22,HOWR,0
ROHRSALMD1,2017-06-02,NOCA,3
ROHRSALMD1,2017-06-02,CARW,2
ROHRSALMD1,2017-06-02,CACH,5
ROHRSALMD1,2017-06-02,AMRO,0
ROHRSALMD1,2017-06-02,GRCA,0
ROHRSALMD1,2017-06-02,SOSP,0
ROMANICMA1,2016-06-27,BCCH,1
ROMANICMA1,2016-06-27,GRCA,3
ROMANICMA1,2016-06-27,HOWR,0
ROMANICMA1,2016-06-27,NOCA,0
ROMANICMA1,2016-06-27,NOMO,1
ROSEJOSMA1,2016-06-04,BCCH,1
ROSEJOSMA1,2016-06-04,CARW,0
ROSEJOSMA1,2016-06-04,EAPH,3
ROSEJOSMA1,2016-06-04,GRCA,2
ROSEJOSMA1,2016-06-04,NOCA,0
ROSEJOSMA1,2016-06-04,SOSP,1
ROSEJOSMA1,2017-07-01,BCCH,3
ROSEJOSMA1,2017-07-01,CARW,1
ROSEJOSMA1,2017-07-01,EAPH,1
ROSEJOSMA1,2017-07-01,GRCA,5
ROSNEDWMA1,2016-06-28,AMRO,9
RUDDLINNC1,2016-06-10,CACH,3
RUDDLINNC1,2016-06-10,CARW,3
RUDDLINNC1,2016-06-10,NOCA,2
RYBAELAMA1,2016-06-10,AMRO,2
RYBAELAMA1,2016-06-10,BCCH,2
RYBAELAMA1,2016-06-10,GRCA,4
RYBAELAMA1,2017-06-24,AMRO,1
RYBAELAMA1,2017-06-24,BCCH,1
RYBAELAMA1,2017-06-24,GRCA,0
RYBAELAMA1,2017-06-24,HOWR,0
SACHLARPA1,2017-05-24,AMRO,20
SACHLARPA1,2017-05-24,NOCA,5
SACHLARPA1,2017-05-24,SOSP,5
SACHLARPA1,2017-05-24,CARW,1
SACHLARPA1,2017-05-24,CACH,1
SALITYLNC1,2017-06-28,CACH,8
SALITYLNC1,2017-06-28,CARW,11
SALITYLNC1,2017-06-28,NOCA,13
SALITYLNC1,2016-07-08,CACH,5
SALITYLNC1,2016-07-08,CARW,1
SALITYLNC1,2016-07-08,NOCA,6
SALOSHEMD1,2016-06-14,AMRO,8
SALOSHEMD1,2016-06-14,CACH,1
SALOSHEMD1,2016-06-14,NOCA,6
SALOSHEMD1,2016-06-14,SOSP,3
SALOSHEMD1,2016-06-14,GRCA,2
SALOSHEMD1,2016-06-14,CARW,3
SALOSHEMD1,2016-06-14,HOWR,0
SALOSHEMD1,2016-06-14,TUTI,0
SALOSHEMD1,2016-06-14,NOMO,0
SALOSHEMD1,2017-06-06,HOWR,3
SALOSHEMD1,2017-06-06,AMRO,10
SALOSHEMD1,2017-06-06,NOCA,3
SALOSHEMD1,2017-06-06,CARW,6
SALOSHEMD1,2017-06-06,GRCA,1
SALOSHEMD1,2017-06-06,CACH,6
SANFCARMD1,2017-07-24,AMRO,1
SANFCARMD1,2017-07-24,CACH,2
SANFCARMD1,2017-07-24,CARW,4
SANFCARMD1,2017-07-24,GRCA,2
SANFCARMD1,2017-07-24,NOCA,6
SANFCARMD1,2017-07-24,NOMO,0
SANFCARMD1,2017-07-24,SOSP,0
SANFCARMD1,2016-07-14,AMRO,5
SANFCARMD1,2016-07-14,TUTI,6
SANFCARMD1,2016-07-14,CARW,2
SANFCARMD1,2016-07-14,CACH,4
SANFCARMD1,2016-07-14,NOCA,5
SANFTIFNC1,2016-06-14,CARW,3
SANFTIFNC1,2017-05-06,CARW,6
SANFTIFNC1,2017-05-06,NOCA,8
SANFTIFNC1,2017-05-06,CACH,7
SAPPBILGA1,2016-05-18,AMRO,1
SAPPBILGA1,2016-05-18,NOCA,2
SAPPBILGA1,2016-05-18,BRTH,1
SAPPBILGA1,2017-04-08,SOSP,5
SAPPBILGA1,2017-04-08,NOCA,8
SAPPBILGA1,2017-04-08,AMRO,8
SAPPBILGA1,2017-04-08,TUTI,5
SAPPBILGA1,2017-04-08,BRTH,1
SAPPBILGA1,2017-04-08,CARW,1
SAPPBILGA1,2017-04-08,CACH,1
SARGMARMD1,2017-07-08,GRCA,10
SARGMARMD1,2017-07-08,HOWR,10
SARGMARMD1,2017-07-08,NOCA,4
SARGMARMD1,2017-07-08,SOSP,10
SARGMARMD1,2017-07-08,AMRO,16
SARGMARMD1,2017-07-08,CACH,0
SARGMARMD1,2017-07-08,CARW,2
SARGMARMD1,2016-07-23,NOCA,5
SARGMARMD1,2016-07-23,SOSP,5
SARGMARMD1,2016-07-23,HOWR,1
SARGMARMD1,2016-07-23,CARW,2
SARGMARMD1,2016-07-23,CACH,1
SARGMARMD1,2016-07-23,AMRO,3
SARGMARMD1,2016-07-23,NOMO,2
SARGMARMD1,2016-07-23,GRCA,1
SARUANJGA1,2016-06-18,NOCA,3
SARUANJGA1,2017-06-02,CACH,1
SARUANJGA1,2017-06-02,NOCA,4
SARUANJGA1,2017-06-02,TUTI,1
SARUANJGA1,2017-06-02,NOMO,1
SARUANJGA1,2017-06-02,HOWR,1
SARUANJGA1,2017-06-02,AMRO,1
SAXTCHRPA1,2017-07-17,AMRO,4
SAXTCHRPA1,2017-07-17,NOCA,2
SAXTCHRPA1,2017-07-17,CARW,1
SCHIMARMD1,2016-06-10,AMRO,2
SCHIMARMD1,2016-06-10,CACH,6
SCHIMARMD1,2016-06-10,CARW,2
SCHIMARMD1,2016-06-10,HOWR,1
SCHIMARMD1,2016-06-10,NOCA,7
SCHIMARMD1,2016-06-10,SOSP,0
SCHIMARMD1,2017-07-01,AMRO,0
SCHIMARMD1,2017-07-01,CACH,5
SCHIMARMD1,2017-07-01,CARW,6
SCHIMARMD1,2017-07-01,GRCA,1
SCHIMARMD1,2017-07-01,HOWR,1
SCHIMARMD1,2017-07-01,NOCA,3
SCHIMARMD1,2017-07-01,SOSP,1
SCHLROBMD1,2016-07-25,NOCA,4
SCHLROBMD1,2016-07-25,GRCA,1
SCHLROBMD1,2016-07-25,TUTI,2
SCHLROBMD1,2016-07-25,HOWR,1
SCHLROBMD1,2016-07-25,CARW,1
SCHLROBMD1,2016-07-25,SOSP,1
SCHLROBMD1,2016-07-25,CACH,1
SCHLROBMD1,2017-05-04,HOWR,1
SCHLROBMD1,2017-05-04,CACH,9
SCHLROBMD1,2017-05-04,NOCA,8
SCHLROBMD1,2017-05-04,GRCA,3
SCHLROBMD1,2017-05-04,SOSP,0
SCHLROBMD1,2017-05-04,CARW,0
SENZIRINC1,2016-05-16,CARW,2
SENZIRINC1,2016-05-16,NOCA,2
SHAHMAUFL1,2016-05-07,CACH,2
SHAHMAUFL1,2016-05-07,CARW,1
SHAHMAUFL1,2016-05-07,NOCA,9
SHAHMAUFL1,2016-05-07,TUTI,1
SHAHMAUFL1,2017-05-07,CACH,6
SHAHMAUFL1,2017-05-07,CARW,6
SHAHMAUFL1,2017-05-07,NOCA,12
SHAHMAUFL1,2017-05-07,NOMO,7
SHAHMAUFL1,2017-05-07,TUTI,2
SHEAMARMA1,2016-05-28,GRCA,6
SHEAMARMA1,2016-05-28,SOSP,3
SHEAMARMA1,2017-06-07,AMRO,2
SHEAMARMA1,2017-06-07,GRCA,3
SHEAMARMA1,2017-06-07,HOWR,2
SHERALEMA1,2016-07-23,BCCH,4
SHERALEMA1,2016-07-23,CARW,0
SHERALEMA1,2016-07-23,GRCA,0
SHERALEMA1,2017-06-25,BCCH,2
SHERALEMA1,2017-06-25,CARW,0
SHERALEMA1,2017-06-25,GRCA,0
SHERNYLGA1,2016-03-29,CARW,1
SHERNYLGA1,2016-03-29,NOCA,10
SHERNYLGA1,2017-03-22,NOCA,12
SHERNYLGA1,2017-03-22,CACH,4
SHERNYLGA1,2017-03-22,AMRO,7
SHERNYLGA1,2017-03-22,TUTI,5
SHERNYLGA1,2017-03-22,BRTH,3
SHERNYLGA1,2017-03-22,CARW,1
SHERNYLGA1,2017-03-22,NOMO,1
SHERNYLGA1,2017-03-22,SOSP,2
SILLSCOMD1,2017-07-19,AMRO,6
SILLSCOMD1,2017-07-19,CACH,2
SILLSCOMD1,2017-07-19,CARW,4
SILLSCOMD1,2017-07-19,GRCA,3
SILLSCOMD1,2017-07-19,SOSP,7
SILLSCOMD1,2017-07-19,HOWR,1
SILLSCOMD1,2017-07-19,NOCA,4
SILVCELFL1,2016-05-20,CARW,3
SILVCELFL1,2016-05-20,NOCA,4
SILVCELFL1,2017-06-05,CARW,3
SILVCELFL1,2017-06-05,TUTI,2
SIMPEDWNC1,2016-05-12,CACH,5
SIMPEDWNC1,2016-05-12,CARW,1
SIMPEDWNC1,2016-05-12,NOCA,6
SIMPEDWNC1,2017-04-11,CACH,8
SIMPEDWNC1,2017-04-11,NOCA,12
SIMPEDWNC1,2017-04-11,CARW,5
SINGVIRDC1,2016-06-21,CARW,1
SINGVIRDC1,2016-06-21,GRCA,7
SINGVIRDC1,2016-06-21,HOWR,4
SINGVIRDC1,2016-06-21,NOCA,6
SINGVIRDC1,2016-06-21,SOSP,12
SINGVIRDC1,2017-06-02,CARW,8
SINGVIRDC1,2017-06-02,GRCA,11
SINGVIRDC1,2017-06-02,SOSP,8
SINGVIRDC1,2017-06-02,NOCA,9
SINGVIRDC1,2017-06-02,HOWR,2
SINIKRIMA1,2016-06-03,AMRO,7
SINIKRIMA1,2016-06-03,BCCH,6
SINIKRIMA1,2016-06-03,GRCA,7
SINIKRIMA1,2016-06-03,SOSP,0
SINIKRIMA1,2016-06-03,HOWR,0
SIZOOPKDC1,2017-07-10,GRCA,10
SIZOOPKDC1,2017-05-22,GRCA,2
SIZOOPKDC1,2017-06-07,GRCA,3
SIZOOPKDC1,2017-06-09,GRCA,1
SIZOOPKDC1,2017-06-12,GRCA,2
SIZOOPKDC1,2017-06-22,GRCA,11
SKRALOUNC1,2016-06-23,CARW,0
SKRALOUNC1,2016-06-23,CACH,3
SKRALOUNC1,2016-06-23,SOSP,2
SKRALOUNC1,2017-04-27,SOSP,8
SKRALOUNC1,2017-04-27,CARW,5
SKRALOUNC1,2017-04-27,CACH,11
SLONSUSMA1,2016-07-17,BCCH,5
SLONSUSMA1,2016-07-17,CARW,2
SLONSUSMA1,2016-07-17,GRCA,3
SLONSUSMA1,2016-07-17,NOCA,0
SMITHCADC1,2017-06-27,GRCA,5
SOLIAPRMD1,2016-07-25,AMRO,10
SOLIAPRMD1,2016-07-25,CACH,0
SOLIAPRMD1,2016-07-25,CARW,1
SOLIAPRMD1,2016-07-25,GRCA,2
SOLIAPRMD1,2016-07-25,NOCA,5
SOLIAPRMD1,2016-07-25,NOMO,8
SOLIAPRMD1,2016-07-25,SOSP,2
SOLLCHRMD1,2016-07-01,NOCA,12
SOLLCHRMD1,2016-07-01,CACH,4
SOLLCHRMD1,2016-07-01,CARW,2
SOLLCHRMD1,2016-07-01,HOWR,3
SOLLCHRMD1,2016-07-01,SOSP,6
SOLLCHRMD1,2016-07-01,GRCA,11
SOLLCHRMD1,2016-07-01,AMRO,7
SOLLCHRMD1,2016-07-01,TUTI,1
SOLLCHRMD1,2017-07-03,AMRO,8
SOLLCHRMD1,2017-07-03,CACH,5
SOLLCHRMD1,2017-07-03,CARW,6
SOLLCHRMD1,2017-07-03,GRCA,5
SOLLCHRMD1,2017-07-03,HOWR,1
SOLLCHRMD1,2017-07-03,NOCA,14
SORECLYNC1,2016-06-22,CACH,6
SORECLYNC1,2017-05-15,NOCA,7
SORECLYNC1,2017-05-15,GRCA,0
SORECLYNC1,2017-05-15,CACH,10
SPEAMARNC2,2016-06-07,NOCA,4
SPEAMARNC2,2016-06-07,CARW,5
SPEAMARNC2,2016-06-07,CACH,1
SPLAMARMA2,2016-05-20,AMRO,11
SPLAMARMA2,2016-05-20,GRCA,3
SPLAMARMA2,2016-05-20,SOSP,7
SPRINPKMD1,2017-06-08,GRCA,3
SPRINPKMD1,2017-06-21,GRCA,2
STACTIMPA1,2017-06-14,AMRO,7
STACTIMPA1,2017-06-14,BCCH,1
STACTIMPA1,2017-06-14,CARW,1
STACTIMPA1,2017-06-14,GRCA,1
STACTIMPA1,2017-06-14,HOWR,1
STACTIMPA1,2017-06-14,NOCA,3
STALJUDPA1,2017-07-26,AMRO,8
STALJUDPA1,2017-07-26,SOSP,3
STALJUDPA1,2017-07-26,CARW,1
STALJUDPA1,2017-07-26,CACH,1
STALJUDPA1,2017-07-26,NOCA,4
STANJEFMD1,2016-07-02,CACH,3
STANJEFMD1,2016-07-02,SOSP,2
STANJEFMD1,2016-07-02,CARW,3
STANJEFMD1,2016-07-02,HOWR,2
STANJEFMD1,2016-07-02,NOCA,5
STANJEFMD1,2016-07-02,TUTI,4
STANJEFMD1,2016-07-02,GRCA,6
STANJEFMD1,2016-07-02,AMRO,3
STANJEFMD1,2017-06-01,AMRO,5
STANJEFMD1,2017-06-01,GRCA,15
STANJEFMD1,2017-06-01,NOCA,9
STANJEFMD1,2017-06-01,CARW,1
STANJEFMD1,2017-06-01,SOSP,8
STANJEFMD1,2017-06-01,HOWR,1
STEPGREFL1,2016-06-24,NOCA,7
STEPGREFL1,2016-06-24,TUTI,2
STEPGREFL1,2016-06-24,CACH,2
STEPGREFL1,2016-06-24,CARW,2
STEPGREFL1,2017-05-31,BRTH,1
STEPGREFL1,2017-05-31,CACH,9
STEPGREFL1,2017-05-31,CARW,4
STEPGREFL1,2017-05-31,NOCA,18
STEPJANMA1,2017-07-25,AMRO,3
STEPJANMA1,2017-07-25,BCCH,2
STEPJANMA1,2017-07-25,CARW,0
STEPJANMA1,2017-07-25,GRCA,4
STEPJANMA1,2017-07-25,HOWR,2
STEPJANMA1,2017-07-25,SOSP,3
STEPJANMA1,2016-06-14,AMRO,1
STEPJANMA1,2016-06-14,BCCH,1
STEPJANMA1,2016-06-14,CARW,0
STEPJANMA1,2016-06-14,GRCA,9
STEPJANMA1,2016-06-14,SOSP,4
STEPMARGA1,2016-04-30,AMRO,5
STEPMARGA1,2016-04-30,BRTH,1
STEPMARGA1,2016-04-30,HOWR,1
STEPMARGA1,2016-04-30,NOCA,8
STEPMARGA1,2016-04-30,NOMO,2
STEPMARGA1,2016-04-30,SOSP,5
STEPMARGA1,2016-04-30,TUTI,1
STEPMARGA1,2017-05-06,AMRO,6
STEPMARGA1,2017-05-06,NOCA,14
STEPMARGA1,2017-05-06,BRTH,3
STEPMARGA1,2017-05-06,SOSP,3
STEPMARGA1,2017-05-06,CACH,3
STEPMARGA1,2017-05-06,CARW,3
STEVSADMA1,2017-07-31,AMRO,3
STEVSADMA1,2017-07-31,BCCH,2
STEVSADMA1,2017-07-31,CARW,0
STEVSADMA1,2017-07-31,GRCA,0
STEVSADMA1,2017-07-31,NOCA,0
STEVSADMA1,2017-07-31,NOMO,0
STEVSADMA1,2017-07-31,SOSP,1
STEVSADMA1,2016-07-21,AMRO,0
STEVSADMA1,2016-07-21,BCCH,1
STEVSADMA1,2016-07-21,GRCA,1
STEVSADMA1,2016-07-21,NOCA,1
STEVSADMA1,2016-07-21,NOMO,0
STEVSADMA1,2016-07-21,SOSP,1
STEWBETMD1,2017-04-28,SOSP,3
STEWBETMD1,2017-04-28,CACH,8
STEWBETMD1,2017-04-28,NOCA,8
STEWBETMD1,2017-04-28,HOWR,6
STEWBETMD1,2017-04-28,CARW,2
STEWBETMD1,2017-04-28,AMRO,11
STEWBETMD1,2017-04-28,GRCA,5
STRAELEGA1,2016-04-15,AMRO,2
STRAELEGA1,2016-04-15,BRTH,1
STRAELEGA1,2016-04-15,CARW,2
STRAELEGA1,2016-04-15,NOCA,6
STRAELEGA1,2016-04-15,TUTI,4
STRAELEGA1,2017-05-29,AMRO,6
STRAELEGA1,2017-05-29,GRCA,3
STRAELEGA1,2017-05-29,NOCA,7
STRAELEGA1,2017-05-29,SOSP,2
STRAELEGA1,2017-05-29,CARW,3
STRAELEGA1,2017-05-29,NOMO,1
STRAELEGA1,2017-05-29,CACH,2
STRAELEGA1,2017-05-29,BRTH,1
STRARICFL1,2016-04-20,CARW,2
STRARICFL1,2017-05-04,CARW,4
STUECHRVA2,2016-06-24,AMRO,9
STUECHRVA2,2016-06-24,CARW,2
STUECHRVA2,2016-06-24,HOWR,1
STUECHRVA2,2016-06-24,TUTI,1
STUECHRVA2,2016-06-24,SOSP,4
STUECHRVA2,2016-06-24,NOCA,2
STUECHRVA2,2016-06-24,GRCA,2
STUECHRVA2,2017-07-05,AMRO,15
STUECHRVA2,2017-07-05,CACH,2
STUECHRVA2,2017-07-05,CARW,5
STUECHRVA2,2017-07-05,GRCA,8
STUECHRVA2,2017-07-05,HOWR,5
STUECHRVA2,2017-07-05,NOCA,4
STUECHRVA2,2017-07-05,SOSP,8
STURCARMD1,2017-07-11,AMRO,6
STURCARMD1,2017-07-11,CACH,6
STURCARMD1,2017-07-11,CARW,5
STURCARMD1,2017-07-11,GRCA,10
STURCARMD1,2017-07-11,HOWR,4
STURCARMD1,2017-07-11,NOCA,8
SUBRSTEMD1,2016-06-13,HOWR,0
SUBRSTEMD1,2016-06-13,SOSP,6
SUBRSTEMD1,2016-06-13,AMRO,8
SUBRSTEMD1,2016-06-13,CACH,5
SUBRSTEMD1,2016-06-13,GRCA,11
SUBRSTEMD1,2016-06-13,NOCA,5
SULLPAUVA1,2016-05-10,AMRO,17
SULLPAUVA1,2016-05-10,CACH,2
SULLPAUVA1,2016-05-10,CARW,7
SULLPAUVA1,2016-05-10,GRCA,13
SULLPAUVA1,2016-05-10,HOWR,1
SULLPAUVA1,2016-05-10,NOCA,9
SULLPAUVA1,2016-05-10,SOSP,5
SURNSANMA1,2017-08-03,BCCH,2
SURNSANMA1,2017-08-03,GRCA,2
SURNSANMA1,2017-08-03,HOWR,0
SURNSANMA1,2017-08-03,NOCA,2
SURNSANMA1,2017-08-03,SOSP,1
SURNSANMA1,2016-07-04,BCCH,2
SURNSANMA1,2016-07-04,GRCA,4
SURNSANMA1,2016-07-04,HOWR,1
SURNSANMA1,2016-07-04,NOCA,0
SURNSANMA1,2016-07-04,SOSP,0
SURNSCOMA1,2016-07-30,AMRO,1
SURNSCOMA1,2016-07-30,BCCH,2
SURNSCOMA1,2016-07-30,CARW,0
SURNSCOMA1,2016-07-30,EAPH,0
SURNSCOMA1,2016-07-30,GRCA,1
SURNSCOMA1,2016-07-30,HOWR,0
SURNSCOMA1,2016-07-30,NOCA,0
SURNSCOMA1,2016-07-30,NOMO,0
SURNSCOMA1,2016-07-30,SOSP,0
SVECSTEMA1,2016-07-20,AMRO,7
SVECSTEMA1,2016-07-20,BCCH,0
SVECSTEMA1,2016-07-20,CARW,0
SVECSTEMA1,2016-07-20,GRCA,5
SVECSTEMA1,2016-07-20,HOWR,1
SVECSTEMA1,2016-07-20,NOCA,4
SVECSTEMA1,2016-07-20,SOSP,1
SWALDAWGA1,2016-04-18,NOCA,7
SWALDAWGA1,2016-04-18,TUTI,1
SWALDAWGA1,2017-06-01,NOCA,8
SWALDAWGA1,2017-06-01,AMRO,17
SWALDAWGA1,2017-06-01,NOMO,5
SWALDAWGA1,2017-06-01,SOSP,6
SWALDAWGA1,2017-06-01,GRCA,6
SWALDAWGA1,2017-06-01,BRTH,4
SWALDAWGA1,2017-06-01,CACH,2
SWALDAWGA1,2017-06-01,CARW,3
TABACARPA1,2017-07-14,GRCA,1
TABACARPA1,2017-07-14,AMRO,8
TABACARPA1,2017-07-14,CARW,1
TABACARPA1,2017-07-14,NOCA,7
TABACARPA1,2017-07-14,SOSP,3
TABACARPA1,2017-07-14,NOMO,1
